"item","Frequency"
"a couple of years",88
"a couple times a",4
"a couple weeks ago",23
"a couple years ago",21
"a court of law",9
"a crash course in",4
"a cross between a",6
"a crucial role in",7
"a cup of coffee",32
"a cup of hot",4
"a cup of tea",16
"a cure for cancer",3
"a date with a",4
"a day and a",7
"a day and i",7
"a day at the",7
"a day days a",6
"a day filled with",4
"a day for a",5
"a day full of",8
"a day in advance",3
"a day in the",24
"a day like this",10
"a day of fun",3
"a day off from",10
"a day or so",9
"a day or two",34
"a day that goes",3
"a day to get",5
"a day to make",4
"a day to remember",7
"a day trip to",5
"a days worth of",4
"a deal with the",14
"a decade ago and",3
"a decent amount of",9
"a deep breath and",19
"a deep sense of",5
"a deeper understanding of",3
"a degree oven for",6
"a delicious way to",3
"a description of the",7
"a difference between being",4
"a difference in the",23
"a different kind of",22
"a different part of",4
"a different sort of",3
"a direct correlation between",3
"a direct link to",11
"a direct relationship between",3
"a direct result of",8
"a documentary about the",7
"a dog is a",3
"a donation to the",7
"a dozen or so",12
"a dream come true",21
"a drink of water",4
"a drivers license or",4
"a fair amount of",17
"a fair bit of",12
"a false sense of",7
"a family of four",7
"a family that has",4
"a fan of the",46
"a fantastic way to",3
"a fast food restaurant",4
"a feeling this was",3
"a few bits of",3
"a few blocks away",14
"a few days after",24
"a few days ago",55
"a few days and",12
"a few days but",8
"a few days last",3
"a few days later",42
"a few days of",13
"a few days off",6
"a few days to",12
"a few days with",4
"a few decades ago",4
"a few extra minutes",3
"a few glasses of",5
"a few hours earlier",4
"a few hours of",7
"a few hours to",6
"a few minutes after",7
"a few minutes and",15
"a few minutes before",7
"a few minutes i",9
"a few minutes late",4
"a few minutes of",9
"a few minutes then",6
"a few minutes to",22
"a few moments to",4
"a few months ago",49
"a few months and",8
"a few months at",5
"a few months to",7
"a few more days",24
"a few more for",4
"a few more months",12
"a few more pounds",3
"a few more weeks",8
"a few of his",6
"a few of my",40
"a few of the",71
"a few of their",4
"a few of them",16
"a few of those",14
"a few of us",8
"a few people in",5
"a few people to",3
"a few pictures of",11
"a few pieces of",4
"a few rounds of",4
"a few seconds to",7
"a few that are",3
"a few things about",10
"a few things in",5
"a few things to",7
"a few times a",9
"a few times and",6
"a few times on",7
"a few times over",4
"a few times with",3
"a few tips for",3
"a few too many",5
"a few weeks after",8
"a few weeks ago",120
"a few weeks and",5
"a few weeks before",7
"a few weeks to",7
"a few years ago",132
"a few years back",36
"a few years but",8
"a few years later",26
"a few years now",6
"a finalist for the",7
"a fine job of",3
"a fine line between",14
"a firm believer that",6
"a first for me",5
"a fist full of",3
"a food processor and",9
"a foot of snow",4
"a force to be",5
"a fork in the",6
"a former member of",8
"a fourth of july",3
"a fraction of a",4
"a fraction of the",19
"a free copy of",11
"a free kick in",3
"a free sample of",5
"a free trip to",3
"a fresh coat of",3
"a friend and i",7
"a friend at the",4
"a friend in the",8
"a friend of a",6
"a friend of mine",53
"a friend we have",3
"a friend who is",13
"a friend with a",5
"a full day of",8
"a full week of",3
"a fun way to",15
"a function of the",4
"a gallon of gas",5
"a game its not",3
"a game like this",6
"a game of thrones",5
"a gift card for",3
"a gift card from",3
"a gift card to",11
"a gift certificate to",15
"a gift from a",5
"a gift from god",4
"a gift to the",4
"a gin and tonic",3
"a glass of champagne",3
"a glass of milk",5
"a glass of water",8
"a glass of white",6
"a glass of wine",36
"a glimpse at the",3
"a glimpse of the",14
"a good amount of",14
"a good bit of",6
"a good chance of",8
"a good chance that",8
"a good chance to",6
"a good choice for",9
"a good chunk of",9
"a good day for",26
"a good day to",27
"a good deal of",13
"a good excuse for",3
"a good feeling to",6
"a good fit for",14
"a good friend to",6
"a good idea at",6
"a good idea but",7
"a good idea for",12
"a good idea to",48
"a good indicator of",3
"a good job at",3
"a good job of",18
"a good look at",5
"a good match for",3
"a good nights sleep",12
"a good number of",8
"a good one and",5
"a good or bad",8
"a good part of",7
"a good place for",9
"a good place to",40
"a good portion of",14
"a good reason to",11
"a good relationship with",8
"a good sense of",6
"a good sign that",4
"a good start but",3
"a good starting point",6
"a good thing and",6
"a good thing because",7
"a good thing but",9
"a good thing for",12
"a good thing if",4
"a good thing in",11
"a good thing to",9
"a good thing when",5
"a good thing with",5
"a good thing you",5
"a good time and",13
"a good time for",11
"a good time i",3
"a good time in",5
"a good time to",43
"a good view of",5
"a good way to",65
"a good weekend and",3
"a graduate of the",9
"a grain of salt",5
"a grand total of",5
"a great addition to",9
"a great challenge for",3
"a great chance to",5
"a great day and",21
"a great day for",27
"a great day to",37
"a great day we",4
"a great deal about",4
"a great deal in",3
"a great deal more",4
"a great deal of",66
"a great deal to",9
"a great example of",12
"a great feeling to",4
"a great group of",20
"a great idea but",6
"a great idea to",9
"a great job and",9
"a great job at",4
"a great job in",4
"a great job of",24
"a great job this",4
"a great job with",9
"a great night for",5
"a great opportunity for",17
"a great opportunity to",19
"a great part of",3
"a great place for",9
"a great place to",38
"a great sense of",11
"a great team and",3
"a great time and",16
"a great time to",28
"a great tool for",7
"a great version of",3
"a great view of",4
"a great way for",9
"a great way to",110
"a greater sense of",6
"a group of friends",12
"a group of guys",5
"a group of people",23
"a group of students",11
"a group of women",4
"a gun and a",5
"a gun in his",5
"a guy in the",5
"a guy like me",4
"a guy like that",5
"a guy that was",4
"a guy who has",9
"a half hour before",3
"a half of a",5
"a half pound of",3
"a half years of",5
"a hall of famer",6
"a hand in the",4
"a happy day for",3
"a hard look at",10
"a hard thing to",4
"a hard time about",4
"a hard time being",4
"a hard time convincing",4
"a hard time finding",8
"a hard time getting",16
"a hard time keeping",4
"a hard time sleeping",3
"a hard time with",7
"a head start on",6
"a heart attack after",3
"a heck of a",20
"a hell of a",49
"a high degree of",6
"a high of degrees",5
"a high priority for",5
"a high school teacher",6
"a higher level of",8
"a higher rate of",3
"a higher standard than",4
"a highlight of the",5
"a history of the",3
"a hit out of",3
"a hit with the",4
"a hole in her",3
"a hole in my",9
"a hole in the",26
"a home on the",8
"a hot yoga class",3
"a house full of",5
"a house in the",9
"a house with a",4
"a huge amount of",13
"a huge difference in",7
"a huge fan of",44
"a huge impact on",5
"a huge part of",25
"a huge plus for",3
"a huge thanks to",8
"a job as a",15
"a job at the",5
"a job for the",7
"a job well done",9
"a joy to be",4
"a key role in",11
"a key to the",7
"a kick out of",18
"a kid in the",4
"a large amount of",16
"a large number of",31
"a large percentage of",8
"a large portion of",13
"a large proportion of",3
"a large selection of",6
"a lead in the",28
"a lead on a",5
"a leap of faith",8
"a lesson in how",3
"a letter from a",5
"a letter in the",3
"a life filled with",4
"a limited number of",10
"a line at the",3
"a line drive to",4
"a link to a",12
"a link to the",18
"a link to their",3
"a list of the",18
"a little better and",4
"a little better than",8
"a little bit and",14
"a little bit as",4
"a little bit better",9
"a little bit but",10
"a little bit different",7
"a little bit i",5
"a little bit longer",10
"a little bit more",42
"a little bit of",180
"a little bit so",7
"a little bit the",6
"a little bit too",5
"a little different than",10
"a little disappointed with",3
"a little earlier than",5
"a little extra time",4
"a little girl in",5
"a little hard to",7
"a little help from",13
"a little less than",17
"a little like a",5
"a little longer than",3
"a little more about",17
"a little more for",3
"a little more of",8
"a little more than",64
"a little more time",13
"a little more with",3
"a little nervous about",5
"a little of everything",3
"a little of that",4
"a little of the",15
"a little off the",3
"a little on the",10
"a little out of",11
"a little over a",15
"a little over an",9
"a little piece of",4
"a little something about",6
"a little something to",7
"a little time to",6
"a little too close",4
"a little too far",9
"a little too hard",7
"a little too late",6
"a little too much",27
"a little while i",5
"a little while to",11
"a little worried about",7
"a long day at",11
"a long day of",11
"a long history of",19
"a long holiday weekend",3
"a long line of",7
"a long list of",21
"a long long time",19
"a long look at",5
"a long period of",10
"a long shot but",7
"a long time ago",50
"a long time and",29
"a long time as",4
"a long time but",26
"a long time for",11
"a long time from",4
"a long time i",24
"a long time in",7
"a long time now",9
"a long time on",5
"a long time or",4
"a long time since",31
"a long time that",9
"a long time to",20
"a long way and",7
"a long way from",22
"a long way since",6
"a long way to",41
"a long way toward",6
"a look at how",5
"a look at my",7
"a look at the",71
"a look at what",10
"a look at your",5
"a loss for words",8
"a lot about a",4
"a lot about it",4
"a lot about the",21
"a lot and i",9
"a lot and im",4
"a lot and it",4
"a lot better now",3
"a lot better than",14
"a lot better to",3
"a lot easier to",6
"a lot for a",7
"a lot going on",12
"a lot i think",3
"a lot in common",9
"a lot in the",10
"a lot less expensive",4
"a lot like the",10
"a lot longer than",6
"a lot more exciting",3
"a lot more i",3
"a lot more interesting",4
"a lot more of",6
"a lot more than",32
"a lot more to",11
"a lot of action",6
"a lot of amazing",4
"a lot of attention",15
"a lot of big",6
"a lot of buzz",6
"a lot of catching",3
"a lot of changes",8
"a lot of character",3
"a lot of coffee",4
"a lot of different",21
"a lot of effort",8
"a lot of energy",8
"a lot of family",7
"a lot of fish",4
"a lot of folks",8
"a lot of food",8
"a lot of friends",12
"a lot of fun",116
"a lot of good",43
"a lot of great",28
"a lot of ground",8
"a lot of guys",19
"a lot of hard",16
"a lot of heart",7
"a lot of heat",3
"a lot of help",6
"a lot of holes",3
"a lot of hype",3
"a lot of information",9
"a lot of interest",9
"a lot of it",25
"a lot of joy",4
"a lot of kids",7
"a lot of lies",4
"a lot of love",8
"a lot of luck",4
"a lot of mental",3
"a lot of money",75
"a lot of movies",4
"a lot of music",4
"a lot of my",23
"a lot of new",24
"a lot of open",3
"a lot of options",5
"a lot of other",23
"a lot of others",3
"a lot of our",21
"a lot of pain",12
"a lot of people",262
"a lot of pictures",8
"a lot of potential",11
"a lot of power",4
"a lot of pressure",12
"a lot of pride",4
"a lot of problems",5
"a lot of quality",4
"a lot of questions",6
"a lot of respect",12
"a lot of room",5
"a lot of sense",15
"a lot of sports",4
"a lot of stuff",26
"a lot of talent",10
"a lot of talk",10
"a lot of teams",12
"a lot of that",15
"a lot of the",114
"a lot of their",7
"a lot of them",40
"a lot of these",16
"a lot of things",91
"a lot of those",19
"a lot of thought",5
"a lot of tickets",4
"a lot of time",128
"a lot of times",20
"a lot of trouble",10
"a lot of us",18
"a lot of value",5
"a lot of video",3
"a lot of water",4
"a lot of ways",18
"a lot of weight",9
"a lot of what",12
"a lot of women",4
"a lot of work",84
"a lot of you",11
"a lot out of",7
"a lot this year",9
"a lot to a",4
"a lot to be",9
"a lot to do",19
"a lot to learn",9
"a lot to look",6
"a lot to me",17
"a lot to offer",4
"a lot to say",11
"a lot to think",3
"a lot when i",5
"a lot worse than",5
"a love affair with",5
"a love letter to",3
"a lovehate relationship with",3
"a macarthur genius grant",3
"a major motion picture",3
"a major part of",12
"a major role in",13
"a majority of the",24
"a man accused of",5
"a man and a",27
"a man in a",13
"a man in the",13
"a man is not",7
"a man on a",7
"a man on the",3
"a man or a",3
"a man wearing a",3
"a man who has",9
"a man who is",8
"a man with a",21
"a mark on the",3
"a massive amount of",5
"a master of the",5
"a matter of a",7
"a matter of choice",6
"a matter of days",7
"a matter of fact",30
"a matter of minutes",7
"a matter of the",5
"a matter of time",48
"a meeting to discuss",3
"a meeting with the",10
"a member of a",14
"a member of congress",6
"a member of our",5
"a member of team",4
"a member of the",223
"a message on the",3
"a mile to the",7
"a million miles away",4
"a million years ago",3
"a minor league deal",4
"a minute drive from",6
"a moment too soon",3
"a month and a",9
"a month away from",5
"a month before the",4
"a month or more",5
"a month or so",15
"a month or two",21
"a moratorium on the",3
"a more positive note",4
"a mother and her",7
"a move like that",3
"a movie about a",6
"a movie like that",5
"a much better idea",3
"a name for the",5
"a need for a",5
"a new approach to",5
"a new challenge for",6
"a new chapter in",8
"a new day and",8
"a new day in",3
"a new generation of",22
"a new group of",3
"a new job with",3
"a new kind of",15
"a new level of",10
"a new life and",3
"a new life for",3
"a new life in",6
"a new one in",4
"a new outlook on",4
"a new pair of",18
"a new partnership with",3
"a new place to",5
"a new set of",11
"a new sheriff in",3
"a new type of",7
"a new version of",6
"a new way of",5
"a new way to",14
"a new years eve",6
"a news story about",4
"a nice place to",7
"a nice ring to",9
"a nice way to",9
"a night on the",8
"a nod to the",9
"a normal human being",6
"a note on the",4
"a number of other",17
"a number of the",10
"a number of things",5
"a number of times",9
"a once in a",8
"a page from the",6
"a page out of",7
"a pain in the",26
"a pair of scissors",7
"a pair of shoes",16
"a pair of sunglasses",5
"a pair of white",4
"a part of a",11
"a part of his",10
"a part of it",32
"a part of my",19
"a part of our",19
"a part of that",12
"a part of the",116
"a part of their",15
"a part of this",26
"a part of us",3
"a part of your",16
"a particular kind of",6
"a partridge in a",4
"a party at the",4
"a pat on the",5
"a peek at the",7
"a pen and a",4
"a perfect day to",7
"a perfect example of",13
"a perfect match for",6
"a perfect time to",5
"a performance by the",5
"a period of time",12
"a permanent place in",3
"a person and i",3
"a person can be",3
"a person can do",5
"a person in the",5
"a person who has",8
"a person who is",6
"a person who was",4
"a person with a",6
"a phone call from",16
"a phone call to",9
"a photo of a",13
"a photo of the",17
"a photo of your",6
"a picture is worth",5
"a picture of a",17
"a picture of her",8
"a picture of him",5
"a picture of it",8
"a picture of the",48
"a picture of their",6
"a picture of them",8
"a picture of this",5
"a picture of your",8
"a piece of a",4
"a piece of art",8
"a piece of bread",6
"a piece of cake",13
"a piece of cheese",3
"a piece of me",4
"a piece of paper",22
"a piece of real",3
"a piece of the",18
"a place in my",4
"a place in the",16
"a place that was",3
"a place to call",3
"a place to go",7
"a place to live",12
"a place to sit",3
"a place to stay",13
"a place to store",3
"a place where all",3
"a place where i",5
"a place where the",5
"a place where we",7
"a place where you",7
"a plan of action",4
"a plan to get",7
"a pleasure to see",6
"a pleasure to work",5
"a point of view",5
"a population of million",6
"a portion of the",26
"a portrait of a",4
"a pretty cool place",3
"a pretty good idea",6
"a pretty good job",10
"a problem with that",7
"a problem with the",15
"a profound effect on",3
"a punch in the",6
"a quarter of a",11
"a quest to find",4
"a quick look at",8
"a quick trip to",6
"a quote from a",4
"a rainbow of colors",3
"a real estate agent",9
"a real human being",3
"a really good job",8
"a really long time",7
"a reason to not",4
"a reason why the",3
"a record number of",6
"a recording of the",7
"a red light and",5
"a reference to the",11
"a regular on the",9
"a reminder of how",7
"a reminder that the",8
"a report on the",9
"a reporter and a",3
"a request for a",8
"a result of the",67
"a result of this",10
"a return to the",14
"a review of the",14
"a road trip to",8
"a role model for",7
"a room filled with",3
"a room full of",15
"a room with a",7
"a round of applause",7
"a run for their",4
"a run in the",22
"a safe way to",3
"a scene in the",4
"a screening of the",6
"a search for the",3
"a seat at the",9
"a second chance to",5
"a second set of",3
"a section of the",12
"a select group of",7
"a sense of humor",18
"a series of meetings",6
"a serious risk to",3
"a sexual relationship with",4
"a share of the",25
"a short amount of",11
"a short period of",10
"a shot and a",3
"a shot at winning",3
"a shot or two",3
"a shout out to",27
"a show in the",3
"a show like that",4
"a show of support",4
"a side effect of",4
"a sigh of relief",8
"a sign in the",6
"a sign of a",10
"a sign of things",4
"a sign that says",4
"a signed copy of",6
"a significant amount of",11
"a simple way to",5
"a single one of",5
"a single pair of",3
"a situation where you",4
"a slow and steady",4
"a small amount of",38
"a small bag of",5
"a small group of",23
"a small part of",25
"a small piece of",9
"a small town in",7
"a smile on her",6
"a smile on your",9
"a sneak peek at",6
"a soft spot for",10
"a son of a",4
"a song about the",4
"a special place in",23
"a spot on the",15
"a standing ovation for",4
"a star is born",5
"a start to the",3
"a starting point to",3
"a state of war",4
"a steady stream of",8
"a step in the",17
"a stepping stone to",5
"a story and i",4
"a story of a",3
"a story to tell",4
"a strong work ethic",7
"a student at the",12
"a student who is",4
"a supporter of the",5
"a surprise to see",3
"a surprising number of",5
"a table at the",3
"a table in the",9
"a tale of two",5
"a taste of the",14
"a team that is",5
"a team with a",4
"a terrible thing to",7
"a testament to the",7
"a text that said",3
"a thank you for",6
"a thing of beauty",8
"a thing of the",16
"a thing or two",13
"a third of the",27
"a third world country",5
"a ticket to the",6
"a time and place",5
"a time as any",5
"a time like this",5
"a time or two",5
"a time when you",5
"a tiny part of",6
"a to point b",4
"a ton of good",3
"a ton of money",7
"a ton of people",3
"a total of for",4
"a tour of the",20
"a tradition for a",3
"a training ground for",3
"a tremendous amount of",11
"a tribe called quest",6
"a trip for the",3
"a trip to a",5
"a trip to the",42
"a variety of ways",11
"a version of the",12
"a version of this",3
"a very difficult time",8
"a very good thing",4
"a very good year",4
"a very long day",4
"a very long time",43
"a very special place",9
"a vested interest in",4
"a veteran of the",3
"a victory for the",6
"a video of a",4
"a view of the",9
"a village to raise",6
"a visit to the",24
"a voice in the",3
"a walk along the",4
"a walk around the",10
"a walk in the",16
"a walk through the",4
"a war on women",5
"a waste of energy",4
"a waste of time",37
"a watchful eye on",4
"a way of getting",6
"a way of life",12
"a way out of",9
"a way that is",11
"a way to add",3
"a way to be",7
"a way to build",3
"a way to get",36
"a way to give",3
"a way to go",4
"a way to have",8
"a way to help",6
"a way to keep",11
"a way to make",33
"a way to share",3
"a way to show",3
"a way to spend",5
"a way to stop",5
"a way to win",10
"a way to work",5
"a weapon of mass",5
"a website dedicated to",6
"a week ago and",7
"a week ago the",3
"a week and a",11
"a week and then",7
"a week away from",4
"a week for a",3
"a week in a",3
"a week in the",5
"a week later i",4
"a week on the",5
"a week or so",23
"a week or two",28
"a week over the",3
"a week to do",3
"a week to get",5
"a week to see",3
"a weeks worth of",9
"a while and i",13
"a while back and",10
"a while but i",9
"a while i think",7
"a while now and",5
"a while so i",4
"a while to get",11
"a whole bunch of",28
"a whole group of",3
"a whole lot about",3
"a whole lot less",5
"a whole lot more",12
"a whole lot of",66
"a whole lot to",5
"a whole new ballgame",4
"a whole new group",3
"a whole new level",20
"a whole new meaning",13
"a whole new world",6
"a whole nother level",5
"a whole world of",4
"a wide range of",44
"a wide variety of",30
"a wife and kids",3
"a winner for the",3
"a winner will be",4
"a witness to the",3
"a woman at a",4
"a woman at the",8
"a woman in a",6
"a woman in the",8
"a woman to be",4
"a woman wearing a",4
"a woman who had",4
"a woman who has",8
"a woman who was",4
"a woman with a",6
"a wonderful group of",3
"a wonderful job in",3
"a wonderful opportunity to",3
"a word for the",3
"a word of english",4
"a word to the",4
"a work in progress",33
"a work of art",13
"a world in which",7
"a world where there",3
"a world where you",3
"a year ago and",17
"a year ago at",4
"a year ago for",6
"a year ago i",17
"a year ago that",10
"a year ago today",6
"a year ago we",3
"a year and a",40
"a year from now",9
"a year from the",4
"a year i am",3
"a year in the",13
"a year old girl",9
"a year or so",14
"a year or two",18
"a year with a",4
"a year with the",4
"a years supply of",4
"a young man who",10
"ability to deal with",4
"ability to make the",3
"able to afford it",5
"able to attend the",6
"able to buy a",4
"able to come to",4
"able to do a",8
"able to do everything",5
"able to do it",6
"able to do that",17
"able to do this",6
"able to do what",6
"able to do with",3
"able to enjoy the",5
"able to figure out",4
"able to find a",10
"able to find the",8
"able to focus on",4
"able to get a",36
"able to get in",9
"able to get into",4
"able to get it",11
"able to get on",6
"able to get out",10
"able to get the",14
"able to get to",6
"able to go back",5
"able to go out",10
"able to go to",17
"able to have a",6
"able to make a",6
"able to make it",28
"able to make the",17
"able to participate in",5
"able to play the",4
"able to return to",5
"able to say what",3
"able to see it",8
"able to see the",19
"able to stand up",4
"able to take the",8
"able to talk to",5
"able to tell you",3
"able to use my",5
"able to visit the",4
"able to watch the",11
"able to work out",4
"able to work with",4
"about a group of",6
"about a half hour",8
"about a lot of",11
"about a month ago",20
"about a month and",5
"about a week ago",11
"about a year ago",23
"about a year and",9
"about all kinds of",5
"about all the people",5
"about an hour and",11
"about an hour to",7
"about as close to",3
"about as good as",8
"about as much as",7
"about as well as",5
"about being able to",4
"about being in the",6
"about half a dozen",3
"about half an hour",12
"about half way through",3
"about how he is",3
"about how much she",4
"about how they have",3
"about how to play",3
"about inches in diameter",4
"about it and i",8
"about it and she",5
"about it at all",6
"about it because it",6
"about it for a",10
"about it i dont",5
"about it if you",4
"about it in the",10
"about it makes me",4
"about it on the",5
"about it they are",3
"about it when they",3
"about minutes or so",4
"about my personal life",3
"about not being able",10
"about not having a",4
"about one of the",9
"about some of the",19
"about some of these",4
"about the amount of",5
"about the art of",3
"about the benefits of",8
"about the dangers of",5
"about the depth and",3
"about the end of",7
"about the fact that",16
"about the first time",4
"about the future of",18
"about the history of",13
"about the hunger games",3
"about the importance of",21
"about the kind of",4
"about the lack of",12
"about the life and",4
"about the lives of",5
"about the loss of",5
"about the need to",9
"about the number of",5
"about the only thing",6
"about the only time",3
"about the people who",14
"about the perils of",4
"about the power of",6
"about the quality of",6
"about the rest of",8
"about the role of",9
"about the safety of",12
"about the same thing",4
"about the same time",13
"about the size of",30
"about the state of",10
"about the things that",7
"about the value of",6
"about the way the",3
"about the whole thing",6
"about three years ago",8
"about to do a",3
"about to embark on",5
"about to get a",9
"about to have a",17
"about to leave the",3
"about to take a",12
"about two to three",3
"about what i can",5
"about what i do",5
"about what i want",5
"about what it is",6
"about what other people",5
"about what they are",5
"about what to do",18
"about what you do",7
"about what you need",3
"about whats going on",11
"about where i am",3
"about whether or not",16
"about who we are",5
"about years ago and",6
"about you are you",4
"about you but i",20
"academy of motion picture",5
"accept the fact that",16
"access to all the",7
"according to a recent",21
"according to a study",18
"according to new research",4
"according to the article",3
"according to the census",7
"according to the pew",9
"according to the plan",3
"according to the rules",4
"according to the state",16
"across the country are",9
"across the country to",10
"across the country who",4
"across the face and",3
"across the river and",3
"across the road from",5
"across the street and",7
"across the street from",52
"across the street to",11
"active member of the",5
"actually one of the",6
"add a couple of",4
"add a little more",8
"add a splash of",4
"add insult to injury",3
"add it as an",3
"add it to the",9
"add that to the",10
"add to that the",7
"add up to a",3
"added a couple of",6
"added a dash of",3
"added to the list",3
"admit its hard to",3
"admitted that he had",5
"advance to the next",4
"advice on how to",7
"advice would you give",4
"affected by the earthquake",4
"afghans will be fully",3
"afraid of the dark",6
"after a bit of",8
"after a couple of",20
"after a day of",7
"after a few glasses",3
"after a few months",5
"after a few years",5
"after a hard day",5
"after a long and",6
"after a long day",21
"after a night of",8
"after a week of",14
"after a weekend of",3
"after a while i",9
"after a while you",3
"after a year and",3
"after a year of",6
"after all it is",4
"after all of the",4
"after all these years",21
"after several days of",4
"after several years of",6
"after that it was",7
"after the completion of",3
"after the end of",11
"after the game and",7
"again and again and",10
"again i dont know",4
"again i dont want",3
"again its been a",6
"against the wall in",4
"against the white sox",4
"age of the internet",3
"ago and i still",4
"ago i had the",5
"ago it was a",5
"ago it was the",3
"ago one of the",3
"agree or disagree with",3
"ahead of their time",3
"ahead of time for",5
"ahead of time if",3
"ahead of time the",6
"aint what it used",4
"alive and well in",8
"all a part of",3
"all around the world",9
"all at the same",20
"all back to normal",3
"all but i cant",5
"all comes down to",13
"all day and the",4
"all day and then",4
"all day every day",15
"all day in the",8
"all day long i",6
"all depends on the",4
"all dolled up and",4
"all dressed up and",3
"all for the good",3
"all four of my",3
"all fun and games",9
"all go back to",3
"all going to be",9
"all have a good",3
"all have the same",7
"all have to have",3
"all hell breaks loose",4
"all i can do",31
"all i can say",59
"all i could do",11
"all i could hear",4
"all i could think",11
"all i did was",14
"all i had to",12
"all i have to",45
"all i know is",35
"all in all a",8
"all in all it",9
"all in all its",4
"all in good fun",7
"all in it together",3
"all in the name",5
"all in the same",11
"all in this together",7
"all is said and",8
"all is well and",6
"all it takes is",19
"all it takes to",6
"all it was a",11
"all kinds of different",3
"all know and love",5
"all know each other",3
"all know how much",4
"all looking forward to",7
"all my life i",7
"all my life ive",7
"all of a sudden",73
"all of it and",6
"all of my favorite",3
"all of the above",27
"all of the different",5
"all of the guys",5
"all of the information",6
"all of the ingredients",10
"all of the most",4
"all of the other",13
"all of the people",11
"all of the rest",4
"all of the sudden",12
"all of the things",13
"all of the time",19
"all of the work",7
"all of them and",9
"all of them are",15
"all of them have",9
"all of them in",4
"all of them the",4
"all of them to",3
"all of them were",7
"all of these guys",3
"all of this and",8
"all of this has",6
"all of those things",10
"all of those who",8
"all of us and",12
"all of us as",6
"all of us have",6
"all of us in",9
"all of us on",5
"all of us to",13
"all of us who",6
"all of us with",5
"all of which are",8
"all of you are",10
"all of you out",5
"all of you to",4
"all of you who",22
"all on the same",5
"all on their own",3
"all over again i",5
"all over the city",4
"all over the country",26
"all over the floor",11
"all over the map",8
"all over the place",83
"all over the world",86
"all part of a",8
"all part of the",20
"all parts of the",8
"all proceeds go to",4
"all said and done",7
"all shapes and sizes",9
"all sorts of stuff",3
"all that and more",3
"all that good stuff",5
"all that matters is",6
"all that other stuff",4
"all that we have",9
"all the bad things",6
