"item","Frequency"
"a blanket or",4
"a blast from",6
"a blast to",4
"a blast with",16
"a blessing and",11
"a blessing for",3
"a blessing i",3
"a blessing in",5
"a blessing to",27
"a blind eye",10
"a block away",15
"a block from",13
"a block in",4
"a block of",11
"a block or",3
"a block with",3
"a blog and",4
"a blog on",4
"a blog or",3
"a blog post",56
"a blog that",11
"a blood vessel",4
"a blow to",13
"a blue and",4
"a blue tarp",3
"a blur and",3
"a board game",5
"a board member",22
"a boat and",7
"a boat with",6
"a boatload of",5
"a body of",7
"a boil and",16
"a book a",9
"a book about",44
"a book and",29
"a book by",16
"a book called",10
"a book club",5
"a book for",16
"a book is",12
"a book of",20
"a book on",36
"a book or",12
"a book signing",8
"a book so",5
"a book that",32
"a book thats",4
"a book to",17
"a book we",4
"a book when",3
"a boost in",11
"a bottle for",4
"a bottle from",3
"a bottle of",103
"a bouquet of",10
"a bow and",9
"a bow tie",5
"a bowl add",4
"a bowl of",65
"a bowl to",4
"a bowl with",4
"a box full",4
"a box of",73
"a box that",3
"a boxing match",5
"a boy and",16
"a boy in",8
"a boy named",4
"a boy or",12
"a boy the",4
"a boy who",11
"a boy would",3
"a boyfriend who",3
"a brain tumor",6
"a brand name",8
"a brand new",86
"a brand that",3
"a breach of",4
"a break after",3
"a break and",21
"a break at",6
"a break before",3
"a break for",16
"a break from",75
"a break i",6
"a break in",21
"a break on",3
"a break while",4
"a breakdown of",12
"a brick through",3
"a brick wall",13
"a bridge in",4
"a bright and",5
"a bright future",10
"a bright pink",5
"a bright yellow",4
"a broken ankle",5
"a broken heart",17
"a bronze medal",8
"a bucket list",9
"a bucket of",15
"a budget and",4
"a budget for",6
"a building and",6
"a building in",6
"a built in",5
"a bump in",5
"a bumper sticker",4
"a bunch of",439
"a bundle of",14
"a burden to",6
"a burger in",3
"a burning building",4
"a burst of",10
"a bus and",6
"a bus ride",3
"a bus stop",6
"a bus that",4
"a business and",14
"a business card",7
"a business decision",8
"a business in",5
"a business is",7
"a business or",6
"a business plan",11
"a business that",7
"a business with",4
"a business you",4
"a busy day",23
"a busy month",6
"a busy one",5
"a butter knife",3
"a button and",6
"a byproduct of",11
"a c at",3
"a cab to",9
"a cake and",5
"a call about",9
"a call and",12
"a call at",17
"a call for",19
"a call from",52
"a call on",6
"a call that",8
"a call to",35
"a camera and",5
"a camera on",5
"a camera that",3
"a camp for",4
"a can of",32
"a candidate for",15
"a candidate who",9
"a candle to",8
"a cando attitude",3
"a candy bar",4
"a captain and",3
"a car a",3
"a car accident",21
"a car and",29
"a car at",9
"a car bomb",3
"a car crash",12
"a car going",3
"a car in",14
"a car on",12
"a car or",8
"a car seat",5
"a car show",4
"a car that",12
"a car to",8
"a car wash",11
"a car wreck",3
"a card from",3
"a card with",17
"a cardboard box",6
"a cardigan and",3
"a care package",3
"a career as",9
"a career i",4
"a career in",28
"a career of",6
"a career that",9
"a case for",20
"a case in",19
"a case of",74
"a case study",6
"a case that",16
"a cash prize",4
"a cash register",4
"a cat with",5
"a catholic i",5
"a cause for",9
"a cause of",11
"a cd of",6
"a ceiling fan",5
"a celebration of",25
"a cell phone",45
"a central repository",3
"a century ago",15
"a century old",5
"a certain age",12
"a certain amount",26
"a certain kind",9
"a certain level",14
"a certain number",4
"a certain point",13
"a certain someone",7
"a certain time",6
"a certain type",5
"a certain way",21
"a certificate of",7
"a chair a",3
"a chair and",9
"a chair in",7
"a chair to",3
"a challenge and",6
"a challenge at",5
"a challenge because",3
"a challenge for",28
"a challenge i",6
"a challenge to",25
"a challenge when",5
"a champions league",3
"a championship but",4
"a chance a",5
"a chance and",4
"a chance at",32
"a chance but",6
"a chance for",28
"a chance he",9
"a chance i",18
"a chance if",5
"a chance meeting",5
"a chance of",46
"a chance on",20
"a chance that",14
"a chance to",570
"a chance you",8
"a change for",4
"a change from",9
"a change in",56
"a change is",7
"a change of",34
"a change to",7
"a chapter on",4
"a character he",4
"a character in",10
"a charity of",4
"a chat with",7
"a check for",16
"a check to",8
"a chief of",3
"a child and",26
"a child as",3
"a child at",3
"a child but",5
"a child can",7
"a child for",5
"a child i",22
"a child in",25
"a child is",27
"a child molester",3
"a child of",26
"a child or",10
"a child that",4
"a child they",4
"a child to",10
"a child was",7
"a child who",24
"a child with",23
"a child would",4
"a childrens book",10
"a chip on",6
"a choice and",5
"a choice between",13
"a choice of",30
"a choice that",7
"a chorus of",8
"a christmas carol",11
"a christmas gift",8
"a christmas party",4
"a christmas present",8
"a christmas tree",16
"a church that",5
"a circle and",5
"a circle of",9
"a citation for",3
"a city in",4
"a city of",14
"a city that",21
"a city where",8
"a civil right",3
"a civil war",12
"a class a",8
"a class at",8
"a class for",5
"a class of",12
"a class on",15
"a classic case",6
"a classroom but",3
"a clean sweep",5
"a clear sign",3
"a clear signal",4
"a client i",3
"a clip from",5
"a clip of",10
"a clockwork orange",4
"a clone of",4
"a close eye",8
"a close friend",16
"a close look",5
"a close one",7
"a close second",9
"a closer relationship",3
"a closeup of",5
"a clothing store",4
"a cloudy day",4
"a clue about",5
"a clue to",5
"a clue what",8
"a coach for",5
"a coach i",4
"a coalition of",35
"a code of",5
"a coffee shop",19
"a coincidence that",6
"a cold and",9
"a cold beer",8
"a cold drink",5
"a cold night",6
"a cold sweat",3
"a cold the",5
"a cold war",3
"a cold wind",4
"a collaboration between",6
"a collapsed lung",3
"a collection of",59
"a college football",7
"a college or",3
"a college student",21
"a combination of",94
"a combo of",6
"a comeback and",3
"a comeback in",5
"a comedy club",4
"a comedy series",3
"a comic book",9
"a comment about",3
"a comment on",36
"a commercial for",12
"a commitment to",25
"a common bond",3
"a common cause",5
"a common cold",3
"a common occurrence",3
"a common thread",3
"a community college",10
"a community garden",5
"a community of",13
"a company called",7
"a company is",8
"a company like",5
"a company that",46
"a company with",8
"a competitive advantage",9
"a complaint about",5
"a complete and",5
"a complete disaster",4
"a complete game",9
"a complete loss",5
"a complete waste",7
"a completely different",27
"a compliment to",5
"a computer and",8
"a computer for",4
"a computer i",4
"a computer screen",7
"a concept that",4
"a concerned citizen",4
"a concert in",10
"a concerted effort",4
"a condition of",13
"a conference call",55
"a conference in",10
"a confession to",5
"a connection with",9
"a consensus on",3
"a conservative and",3
"a contest for",6
"a contest to",9
"a contest with",5
"a continuation of",14
"a contract extension",8
"a contract to",9
"a contribution to",6
"a contributor to",5
"a convenience store",10
"a conversation about",19
"a conversation where",3
"a conversation with",46
"a cookie and",5
"a cooking class",8
"a cop in",8
"a copy of",144
"a corner of",12
"a corporate job",3
"a correlation between",5
"a cortisone shot",4
"a cost to",4
"a count and",3
"a country like",4
"a country of",4
"a country where",16
"a country with",14
"a couple and",6
"a couple days",54
"a couple dozen",6
"a couple extra",3
"a couple for",4
"a couple from",5
"a couple hours",32
"a couple hundred",10
"a couple minutes",12
"a couple months",22
"a couple more",47
"a couple of",1140
"a couple other",9
"a couple that",10
"a couple things",8
"a couple thousand",7
"a couple times",22
"a couple weeks",57
"a couple with",5
"a couple years",41
"a coupon for",12
"a course in",5
"a course of",10
"a course on",8
"a court of",9
"a cover for",7
"a coworker of",3
"a coworker who",4
"a crash course",8
"a craving for",13
"a creation of",4
"a creative genius",3
"a creative person",4
"a credit card",35
"a crew of",12
"a crime or",6
"a crime to",7
"a criminal defense",5
"a critical role",6
"a cross between",19
"a crowd of",37
"a crucial role",8
"a cruise ship",4
"a crush of",6
"a crush on",33
"a culture and",3
"a culture of",29
"a culture that",6
"a cup and",6
"a cup of",114
"a cure for",11
"a customer service",7
"a cut in",6
"a cut of",7
"a cute little",21
"a cycle of",5
"a d in",3
"a daily basis",59
"a daily newspaper",3
"a daily vitamin",3
"a damn about",9
"a damn good",17
"a damper on",11
"a danger to",12
"a dangerous job",3
"a dangerous method",5
"a dangerous place",6
"a dangerous precedent",3
"a dark and",4
"a dark room",8
"a dash of",26
"a date for",7
"a date in",8
"a date night",6
"a date to",9
"a date with",27
"a day a",7
"a day after",50
"a day ahead",8
"a day and",59
"a day as",9
"a day at",29
"a day before",10
"a day but",10
"a day by",5
"a day days",6
"a day early",6
"a day filled",5
"a day for",34
"a day from",10
"a day full",8
"a day i",22
"a day in",65
"a day keeps",4
"a day late",9
"a day later",13
"a day like",21
"a day of",89
"a day off",55
"a day on",14
"a day or",58
"a day out",5
"a day that",25
"a day this",4
"a day to",56
"a day trip",14
"a day until",4
"a day when",23
"a day which",6
"a day while",6
"a day with",16
"a day without",17
"a days drive",5
"a days work",6
"a days worth",4
"a de facto",3
"a dead body",9
"a dead end",12
"a dead man",3
"a deadline for",9
"a deadly weapon",10
"a deal breaker",5
"a deal in",11
"a deal of",3
"a deal on",14
"a deal that",21
"a deal to",24
"a deal with",51
"a dear friend",14
"a death sentence",11
"a decade ago",65
"a decade and",11
"a decade before",9
"a decade in",11
"a decade later",6
"a decade now",4
"a decade of",21
"a decade since",4
"a decent amount",11
"a decision but",3
"a decision by",11
"a decision from",4
"a decision has",3
"a decision on",20
"a decision to",14
"a decline in",19
"a deep and",8
"a deep breath",34
"a deep sense",5
"a deeper level",3
"a deeper understanding",3
"a degree in",47
"a degree of",10
"a degree oven",7
"a degree the",3
"a degree turn",5
"a delicious breakfast",3
"a delicious way",4
"a dent in",12
"a departure for",5
"a description of",17
"a desire for",5
"a desire to",26
"a destination in",3
"a device for",3
"a device that",4
"a diamond ring",4
"a dictionary and",3
"a difference a",8
"a difference between",25
"a difference for",6
"a difference if",7
"a difference in",52
"a difference the",5
"a difference to",7
"a difference with",7
"a different angle",3
"a different approach",7
"a different area",5
"a different choice",3
"a different classroom",3
"a different country",4
"a different direction",15
"a different kind",22
"a different light",9
"a different part",4
"a different person",8
"a different perspective",5
"a different place",12
"a different planet",6
"a different shape",5
"a different sort",3
"a different story",19
"a different style",6
"a different time",4
"a different way",28
"a different world",8
"a difficult day",6
"a difficult situation",5
"a difficult task",8
"a difficult thing",6
"a difficult time",19
"a digital camera",7
"a dime for",3
"a dinner for",5
"a dinner party",12
"a dinner with",5
"a dip in",10
"a direct connection",3
"a direct correlation",3
"a direct line",7
"a direct link",12
"a direct relationship",5
"a direct result",8
"a dirt road",5
"a disaster and",4
"a discount if",4
"a discount on",12
"a discounted price",3
"a discounted rate",7
"a discussion about",15
"a discussion of",14
"a discussion on",8
"a discussion with",5
"a disease that",9
"a display of",7
"a diversity of",5
"a doctor about",4
"a doctor for",5
"a doctor i",3
"a doctor in",7
"a doctor who",10
"a doctorate in",9
"a documentary about",12
"a documentary called",4
"a documentary on",8
"a dog a",4
"a dog and",18
"a dog is",8
"a dog leash",3
"a dog on",4
"a dog that",6
"a dog who",3
"a doll and",3
"a donation and",6
"a donation box",6
"a donation to",19
"a dose of",15
"a dot on",3
"a double by",5
"a double header",4
"a double to",4
"a doubt that",4
"a doubt the",12
"a dozen of",10
"a dozen or",19
"a dozen people",8
"a dozen times",13
"a dr seuss",3
"a drag but",3
"a drawing for",6
"a drawing to",5
"a dream a",8
"a dream about",20
"a dream and",8
"a dream come",21
"a dream for",5
"a dream i",12
"a dream is",7
"a dream of",8
"a dream that",41
"a dream to",7
"a dreamlike state",3
"a dress for",10
"a dress that",4
"a drink and",20
"a drink in",6
"a drink of",11
"a drink to",3
"a drink with",14
"a drive to",12
"a drive up",3
"a drivers license",16
"a drizzle of",8
"a drop in",28
"a drop of",22
"a drug dealer",7
"a drug for",3
"a dry cleaner",4
"a duet with",7
"a dumping ground",3
"a dusting of",4
"a face on",3
"a facebook account",6
"a facebook page",20
"a facility that",4
"a fact that",15
"a factor for",3
"a factor in",16
"a fair amount",21
"a fair and",16
"a fair bit",14
"a fair chance",3
"a fair price",8
"a fair shake",6
"a fair shot",8
"a fairly good",8
"a fairy tale",6
"a false sense",7
"a family and",22
"a family dinner",4
"a family in",12
"a family member",26
"a family of",30
"a family reunion",7
"a family that",16
"a family to",7
"a family when",3
"a family with",6
"a fan and",9
"a fan club",4
"a fan it",3
"a fan of",214
"a fantastic job",15
"a fantastic view",6
"a fantastic way",3
"a fantasy world",3
"a far better",6
"a far more",18
"a farm and",4
"a farmers market",8
"a fashion show",16
"a fast and",4
"a fast food",11
"a fast one",5
"a father and",6
"a father of",9
"a father to",6
"a faux fur",3
"a favor and",28
"a favor to",3
"a favorite of",14
"a fear of",14
"a feature film",10
"a federal agent",4
"a fee of",5
"a feel of",4
"a feeling of",17
"a feeling that",29
"a feeling this",9
"a feeling we",3
"a fellow at",3
"a few and",11
"a few bad",4
"a few beers",14
"a few bits",5
"a few blocks",41
"a few bucks",14
"a few but",10
"a few calls",4
"a few days",359
"a few decades",6
"a few designers",4
"a few different",19
"a few dollars",11
"a few doors",6
"a few drinks",5
"a few drops",9
"a few early",3
"a few extra",28
"a few feet",17
"a few free",3
"a few from",4
"a few fun",5
"a few games",12
"a few glasses",7
"a few goals",5
"a few good",26
"a few guys",4
"a few hours",163
"a few hundred",36
"a few ideas",11
"a few in",11
"a few inches",19
"a few jokes",3
"a few laughs",6
"a few lines",7
"a few local",4
"a few long",3
"a few miles",30
"a few million",8
"a few minutes",217
"a few moments",28
"a few months",185
"a few more",223
"a few new",29
"a few of",204
"a few other",48
"a few others",20
"a few people",63
"a few pictures",22
"a few pieces",13
"a few places",10
"a few pounds",10
"a few questions",24
"a few reasons",8
"a few rounds",7
"a few seconds",33
"a few short",18
"a few shots",10
"a few simple",7
"a few small",7
"a few songs",10
"a few special",4
"a few spots",9
"a few states",4
"a few steps",14
"a few suggestions",4
"a few teams",4
"a few that",13
"a few the",4
"a few things",104
"a few thoughts",8
"a few thousand",15
"a few times",116
"a few tips",13
"a few to",15
"a few too",6
"a few tries",3
"a few tweaks",7
"a few ways",6
"a few weeks",317
"a few will",3
"a few words",22
"a few years",328
"a fiction writer",3
"a field goal",12
"a field in",7
"a field of",15
"a field trip",15
"a fight for",4
"a fight over",4
"a fight with",16
"a figure of",5
"a film about",9
"a film but",3
"a film called",5
"a film that",16
"a finalist for",12
"a finalist in",4
"a fine art",7
"a fine balance",4
"a fine job",5
"a fine line",27
"a fine way",3
"a fire and",9
"a fire at",5
"a fire extinguisher",10
"a fire hydrant",4
"a fire in",11
"a fire truck",8
"a firm believer",12
"a first draft",6
"a first for",17
"a first name",4
"a first round",3
"a fish and",6
"a fist full",3
"a fistful of",4
"a fit of",12
"a fitting end",6
"a five year",9
"a flash but",3
"a flash mob",8
"a flashback to",4
"a flat out",3
"a flat tire",8
"a flea market",6
"a flight attendant",8
"a flight of",10
"a flight to",17
"a flood of",13
"a focus group",5
"a focus on",12
"a follow up",13
"a food and",6
"a food pantry",8
"a food processor",41
"a fool of",8
"a fool to",7
"a foot and",6
"a foot in",4
"a foot of",6
"a foot tall",5
"a football coach",4
"a football game",9
"a football player",12
"a for a",3
"a force to",6
"a foreign country",9
"a foreign language",8
"a forest of",3
"a forever home",3
"a fork in",10
"a form letter",4
"a form of",59
"a formal complaint",4
"a former coworker",4
"a former member",8
"a former student",6
"a former us",15
"a formula for",5
"a forum for",8
"a foul ball",7
"a four hour",4
"a fourth of",5
"a fraction of",41
"a framework for",8
"a freak accident",3
"a free agent",37
"a free app",7
"a free copy",11
"a free day",5
"a free kick",11
"a free meal",4
"a free pass",7
"a free press",7
"a free ride",7
"a free sample",9
"a free spirit",5
"a free trip",5
"a freelance writer",8
"a fresh approach",7
"a fresh coat",4
"a fresh face",3
"a fresh perspective",3
"a fresh start",24
"a friday afternoon",6
"a friday in",6
"a friend a",7
"a friend about",9
"a friend and",44
"a friend at",9
"a friend called",4
"a friend for",11
"a friend from",14
"a friend had",6
"a friend i",15
"a friend in",28
"a friend it",4
"a friend of",114
"a friend on",6
"a friend or",15
"a friend out",4
"a friend said",5
"a friend that",13
"a friend the",6
"a friend to",33
"a friend told",6
"a friend we",4
"a friend who",53
"a friend with",13
"a friends house",22
"a from the",3
"a frying pan",12
"a full body",10
"a full day",15
"a full minutes",6
"a full moon",16
"a full recovery",5
"a full refund",7
"a full review",3
"a full schedule",3
"a full season",5
"a full service",6
"a full week",9
"a fulltime job",13
"a fun and",25
"a fun challenge",5
"a fun night",23
"a fun one",10
"a fun place",6
"a fun project",7
"a fun ride",4
"a fun theme",3
"a fun time",18
"a fun way",17
"a fun week",13
"a function of",17
"a fundraiser for",19
"a funny guy",3
"a funny thing",8
"a future of",7
"a future star",4
"a future with",4
"a gaggle of",10
"a gallon and",4
"a gallon for",4
"a gallon of",16
"a game and",21
"a game for",14
"a game i",8
"a game its",5
"a game like",8
"a game of",62
"a game out",4
"a game plan",8
"a game that",28
"a game the",10
"a game to",7
"a game we",5
"a game where",14
"a game with",11
"a gang of",13
"a gap in",8
"a garbage can",5
"a garden and",4
"a garden in",4
"a gathering of",14
"a gay bar",5
"a gay man",5
"a general election",7
"a general rule",9
"a general strike",6
"a generation of",17
"a ghost of",5
"a ghost town",9
"a giant bag",3
"a giant step",4
"a gift and",9
"a gift card",42
"a gift certificate",27
"a gift for",28
"a gift from",33
"a gift of",12
"a gift shop",6
"a gift that",4
"a gift to",23
"a gig in",3
"a gin and",4
"a girl and",18
"a girl in",17
"a girl like",7
"a girl named",5
"a girl scout",6
"a girl that",15
"a girl the",6
"a girl who",34
"a girl with",21
"a given day",7
"a given time",3
"a glass of",117
"a glass to",4
"a glass window",3
"a glimmer of",12
"a glimpse at",7
"a glimpse into",6
"a glimpse of",49
"a glorious day",5
"a glue gun",4
"a glue stick",5
"a glutenfree diet",4
"a go at",6
"a goal of",20
"a goal that",4
"a goal they",3
"a goal to",7
"a god and",3
"a god of",3
"a golden globe",9
"a golf course",12
"a good alternative",9
"a good amount",14
"a good and",10
"a good argument",4
"a good beer",7
"a good bit",8
"a good book",43
"a good buy",4
"a good candidate",3
"a good cause",19
"a good chance",48
"a good choice",19
"a good chunk",9
"a good college",4
"a good cook",6
"a good couple",6
"a good crowd",5
"a good cry",7
"a good day",303
"a good deal",29
"a good decision",10
"a good deed",6
"a good dinner",8
"a good enough",12
"a good evening",10
"a good example",25
"a good excuse",14
"a good experience",13
"a good family",4
"a good father",5
"a good feeling",28
"a good first",6
"a good fit",31
"a good foundation",6
"a good friend",66
"a good game",32
"a good guy",15
"a good healthy",3
"a good heart",6
"a good holiday",5
"a good home",7
"a good idea",197
"a good indicator",6
"a good investment",5
"a good job",107
"a good kid",9
"a good laugh",30
"a good leader",5
"a good lesson",7
"a good life",18
"a good little",4
"a good look",25
"a good man",23
"a good many",6
"a good match",7
"a good memory",6
"a good minutes",8
"a good mix",8
"a good month",8
"a good morning",19
"a good move",12
"a good name",8
"a good night",91
"a good nights",15
"a good number",13
"a good old",12
"a good one",172
"a good or",16
"a good part",7
"a good person",22
"a good picture",7
"a good place",56
"a good plan",10
"a good point",16
"a good portion",15
"a good price",6
"a good project",5
"a good question",18
"a good read",18
"a good reason",21
"a good relationship",11
"a good role",4
"a good run",12
"a good school",8
"a good sense",7
"a good show",27
"a good sign",50
"a good solution",5
"a good song",16
"a good source",6
"a good sport",7
"a good start",59
"a good starting",7
"a good step",6
"a good story",21
"a good substitute",4
"a good thing",241
"a good time",250
"a good trip",9
"a good use",5
"a good view",5
"a good walk",3
"a good way",108
"a good weekend",56
"a good wife",7
"a good work",10
"a good workout",14
"a good year",18
"a goodie bag",5
"a google search",9
"a government agency",7
"a grad student",7
"a grade of",5
"a graduate of",59
"a graduate student",4
"a grain of",7
"a grammy award",4
"a grand slam",12
"a grand time",4
"a grand total",5
"a grant proposal",3
"a graphic designer",8
"a graphic novel",3
"a gray area",4
"a great addition",15
"a great and",24
"a great attitude",7
"a great big",20
"a great book",27
"a great bunch",5
"a great challenge",7
"a great chance",8
"a great choice",12
"a great combination",6
"a great community",3
"a great conversation",14
"a great day",569
"a great deal",112
"a great example",20
"a great experience",19
"a great feeling",25
"a great franchise",4
"a great friend",21
"a great game",48
"a great gift",17
"a great great",10
"a great group",25
"a great guy",24
"a great help",4
"a great hike",4
"a great honor",5
"a great idea",78
"a great investment",4
"a great job",134
"a great learning",5
"a great life",6
"a great line",4
"a great little",12
"a great loss",3
"a great love",3
"a great man",18
"a great many",9
"a great match",6
"a great meal",11
"a great movie",17
"a great neighborhood",4
"a great new",34
"a great night",98
"a great one",53
"a great opportunity",46
"a great organization",5
"a great part",4
"a great party",6
"a great personality",5
"a great photo",6
"a great pick",7
"a great place",56
"a great point",7
"a great price",10
"a great project",7
"a great race",6
"a great resource",11
"a great school",4
"a great script",6
"a great sense",12
"a great service",9
"a great show",84
"a great sign",4
"a great situation",3
"a great song",23
"a great spring",7
"a great start",47
"a great story",26
"a great success",17
"a great support",3
"a great supporter",3
"a great team",19
"a great thing",20
"a great time",349
"a great tool",17
"a great trip",18
"a great vacation",5
"a great version",4
"a great view",5
"a great voice",11
"a great way",125
"a great wine",5
"a great work",8
"a great year",38
"a greater sense",6
"a green light",10
"a grilled cheese",13
"a grip on",7
"a grizzly bear",5
"a grocery store",19
"a group at",4
"a group called",9
"a group of",301
"a group that",32
"a group the",3
"a group they",5
"a group to",3
"a growing movement",4
"a growing population",4
"a grown man",17
"a grown up",11
"a guest of",5
"a guest on",13
"a guest speaker",4
"a guide for",5
"a guide to",14
"a guilty pleasure",4
"a guinea pig",7
"a guitar and",3
"a guitar player",3
"a gun and",22
"a gun but",5
"a gun in",9
"a gun to",9
"a gunshot wound",12
"a guy at",6
"a guy in",29
"a guy is",8
"a guy like",27
"a guy named",18
"a guy that",28
"a guy who",94
"a guy whos",9
"a gym in",4
"a habit of",22
"a half a",8
"a half ago",17
"a half away",4
"a half before",4
"a half day",16
"a half days",4
"a half dozen",12
"a half from",6
"a half hour",43
"a half hours",20
"a half in",8
"a half men",19
"a half mile",7
"a half months",13
"a half of",17
"a half on",4
"a half pound",5
"a half to",12
"a half weeks",8
"a half year",3
"a half years",29
"a hall of",13
"a halloween costume",5
"a hand in",21
"a hand on",5
"a hand to",9
"a handful of",180
"a handle on",12
"a handsome man",4
"a hankering for",4
"a happy and",20
"a happy day",11
"a happy ending",24
"a happy hour",11
"a happy life",11
"a hard day",10
"a hard decision",9
"a hard look",11
"a hard one",6
"a hard place",6
"a hard thing",5
"a hard time",173
"a hat trick",5
"a head injury",6
"a head of",13
"a head start",9
"a health care",10
"a healthy and",8
"a healthy baby",6
"a healthy diet",11
"a healthy life",4
"a healthy lifestyle",10
"a healthy weight",6
"a heap of",6
"a heart attack",83
"a heart of",8
"a heart that",7
"a heart transplant",7
"a hearty breakfast",3
"a heat wave",5
"a heavy heart",7
"a heck of",22
"a hell of",50
"a helping hand",9
"a herd of",8
"a hero and",5
"a hero in",9
"a hero to",7
"a high degree",6
"a high end",3
"a high level",27
"a high note",8
"a high of",18
"a high priority",11
"a high profile",8
"a high quality",4
"a high risk",4
"a high school",79
"a higher level",15
"a higher power",5
"a higher rate",6
"a higher standard",10
"a highlight of",6
"a highly successful",5
"a hint of",57
"a hip replacement",3
"a historic building",3
"a history lesson",3
"a history of",50
"a hit at",3
"a hit on",10
"a hit out",6
"a hit song",5
"a hit with",6
"a hobby and",3
"a hold of",25
"a holding pattern",4
"a hole and",6
"a hole in",50
"a hole to",5
"a holiday party",7
"a home and",16
"a home for",7
"a home game",10
"a home in",34
"a home office",8
"a home on",17
"a home run",54
"a homeless man",12
"a homeless shelter",7
"a hope that",4
"a horrible thing",6
"a horror film",5
"a horror movie",12
"a horse and",9
"a horse for",4
"a horse race",7
"a hospital bed",7
"a hospital for",9
"a hospital in",14
"a host of",60
"a hot date",5
"a hot day",13
"a hot dog",23
"a hot pink",4
"a hot shower",11
"a hot tub",14
"a hot yoga",3
