"w1","prediction","rank"
"a","burlesque",6
"a","burn",8
"a","burner",4
"a","burning",17
"a","burnt",5
"a","burrito",16
"a","burst",16
"a","bus",124
"a","bush",15
"a","bushel",4
"a","business",250
"a","businessman",19
"a","bust",21
"a","busy",156
"a","but",28
"a","butter",5
"a","butterfly",27
"a","button",43
"a","buy",13
"a","buyer",20
"a","buyout",5
"a","buzz",17
"a","by",17
"a","byob",4
"a","byproduct",6
"a","bystander",6
"a","c",63
"a","cab",42
"a","cabbage",7
"a","cabinet",11
"a","cable",6
"a","cactus",9
"a","cafe",22
"a","cafeteria",4
"a","cage",14
"a","cake",69
"a","cal",7
"a","calculator",6
"a","calendar",15
"a","calf",7
"a","california",31
"a","call",296
"a","called",5
"a","caller",15
"a","calling",9
"a","calm",13
"a","calming",7
"a","camel",7
"a","cameo",17
"a","camera",61
"a","camp",19
"a","campaign",106
"a","campfire",9
"a","camping",8
"a","campus",15
"a","can",61
"a","canadian",38
"a","canal",5
"a","cancer",24
"a","candidate",74
"a","candle",32
"a","candlelight",10
"a","candy",25
"a","cane",7
"a","cannon",5
"a","canoe",5
"a","canon",13
"a","canopy",8
"a","canvas",15
"a","cap",17
"a","capella",5
"a","capital",23
"a","cappella",11
"a","cappuccino",5
"a","captain",19
"a","car",467
"a","caramel",5
"a","carbon",11
"a","card",170
"a","cardboard",15
"a","cardigan",5
"a","cardinal",10
"a","cardinals",11
"a","care",18
"a","career",155
"a","caring",10
"a","carnival",11
"a","carpet",8
"a","carrier",8
"a","carrot",14
"a","carryon",5
"a","cartoon",21
"a","case",182
"a","cash",28
"a","cashier",5
"a","casino",43
"a","casket",4
"a","cast",24
"a","casting",13
"a","castle",14
"a","casual",36
"a","casualty",5
"a","cat",110
"a","catalog",6
"a","catalyst",9
"a","catastrophe",8
"a","catch",26
"a","catcher",11
"a","catchy",4
"a","category",10
"a","catering",4
"a","cathedral",5
"a","catholic",32
"a","cats",4
"a","cattle",6
"a","cause",40
"a","caution",6
"a","cautionary",13
"a","cavalier",4
"a","cave",22
"a","cd",36
"a","ceiling",11
"a","celeb",11
"a","celebration",56
"a","celebratory",8
"a","celebrity",37
"a","cell",56
"a","cellar",5
"a","cellphone",29
"a","cellular",3
"a","cemetery",11
"a","cent",29
"a","center",30
"a","centerpiece",9
"a","central",49
"a","century",54
"a","ceo",9
"a","cereal",3
"a","certain",344
"a","certificate",13
"a","certified",43
"a","chain",34
"a","chainsaw",9
"a","chair",59
"a","challenge",179
"a","challenging",17
"a","champ",16
"a","champagne",17
"a","champion",41
"a","championship",57
"a","chance",968
"a","change",234
"a","changed",7
"a","changing",6
"a","channel",8
"a","chapter",29
"a","character",88
"a","characteristic",3
"a","charge",63
"a","charity",35
"a","charlie",6
"a","charm",22
"a","charmer",10
"a","charming",17
"a","chart",17
"a","charter",27
"a","chase",5
"a","chat",27
"a","cheap",68
"a","cheaper",14
"a","check",65
"a","checkered",5
"a","checklist",4
"a","checkup",5
"a","cheerful",8
"a","cheerleader",11
"a","cheerleading",6
"a","cheese",16
"a","cheesy",8
"a","chef",29
"a","chemical",20
"a","chemist",5
"a","chemistry",8
"a","cherry",19
"a","chess",7
"a","chest",13
"a","chevy",8
"a","chic",9
"a","chicago",35
"a","chick",27
"a","chicken",51
"a","chief",22
"a","child",455
"a","childhood",14
"a","childlike",3
"a","childrens",47
"a","childs",39
"a","chilean",4
"a","chili",8
"a","chill",20
"a","chilled",10
"a","china",8
"a","chinese",46
"a","chip",18
"a","chiropractic",3
"a","chiropractor",7
"a","chocolate",47
"a","choice",117
"a","choir",8
"a","choke",4
"a","chopping",4
"a","chord",8
"a","chore",20
"a","chorus",16
"a","christian",84
"a","christmas",105
"a","chronic",10
"a","chronology",4
"a","chrysler",7
"a","chubby",3
"a","chuckle",19
"a","chunk",14
"a","church",83
"a","cia",5
"a","cigar",14
"a","cigarette",27
"a","cinderella",8
"a","cinnamon",8
"a","circle",61
"a","circus",16
"a","citizen",31
"a","citizens",8
"a","city",241
"a","citywide",12
"a","civil",52
"a","civilian",14
"a","claim",28
"a","clash",5
"a","class",158
"a","classic",145
"a","classical",5
"a","classification",3
"a","classmate",8
"a","classroom",33
"a","classy",19
"a","clause",8
"a","clay",6
"a","clean",105
"a","cleaner",12
"a","cleaning",11
"a","clear",167
"a","clearer",9
"a","clearly",11
"a","clever",25
"a","client",62
"a","clients",8
"a","cliff",24
"a","climate",5
"a","clinic",14
"a","clinical",13
"a","clinton",5
"a","clip",24
"a","clock",10
"a","clone",7
"a","close",164
"a","closed",18
"a","closer",47
"a","closet",28
"a","closeup",15
"a","closing",9
"a","cloud",30
"a","cloudy",14
"a","club",72
"a","clue",49
"a","clumsy",5
"a","cluster",15
"a","cluttered",4
"a","cnn",6
"a","coach",78
"a","coaches",3
"a","coaching",10
"a","coalition",45
"a","coat",28
"a","cockroach",10
"a","cocktail",52
"a","cocky",6
"a","coconut",11
"a","code",34
"a","coffee",96
"a","cofounder",8
"a","coherent",8
"a","cohesive",7
"a","coin",13
"a","coincidence",28
"a","colander",7
"a","cold",185
"a","collaboration",15
"a","collaborative",15
"a","collage",12
"a","collar",10
"a","colleague",34
"a","collection",99
"a","collective",31
"a","collector",7
"a","college",104
"a","collegiate",5
"a","collision",17
"a","colombian",3
"a","colonoscopy",6
"a","color",40
"a","coloring",9
"a","colossal",7
"a","columbus",12
"a","column",26
"a","columnist",13
"a","coma",27
"a","combat",7
"a","combination",119
"a","combined",59
"a","combo",18
"a","comeback",40
"a","comedian",17
"a","comedy",33
"a","comet",4
"a","comfort",15
"a","comfortable",35
"a","comforting",5
"a","comfy",8
"a","comic",18
"a","coming",14
"a","command",6
"a","comment",202
"a","commentary",9
"a","commercial",83
"a","commission",21
"a","commitment",50
"a","committed",8
"a","committee",36
"a","common",133
"a","communication",7
"a","communications",14
"a","communist",12
"a","community",173
"a","companion",20
"a","company",194
"a","comparison",11
"a","compass",8
"a","compassionate",5
"a","compelling",28
"a","competent",9
"a","competition",34
"a","competitive",56
"a","compilation",10
"a","complaint",64
"a","complete",202
"a","completed",4
"a","completely",72
"a","complex",58
"a","complicated",24
"a","compliment",44
"a","complimentary",14
"a","component",5
"a","composer",6
"a","composition",4
"a","comprehensive",35
"a","compromise",43
"a","compulsive",5
"a","computer",125
"a","con",6
"a","concealed",4
"a","concept",17
"a","concern",40
"a","concerned",6
"a","concert",91
"a","concerted",6
"a","conclusion",18
"a","concrete",22
"a","condo",8
"a","condom",18
"a","cone",7
"a","conference",127
"a","confession",16
"a","confident",8
"a","confirmation",18
"a","conflict",30
"a","confused",8
"a","confusing",7
"a","congressional",28
"a","connection",54
"a","conscience",5
"a","conscientious",3
"a","conscious",17
"a","consensus",10
"a","consequence",22
"a","conservative",55
"a","considerable",26
"a","consideration",7
"a","consistent",23
"a","conspiracy",25
"a","constant",65
"a","constitutional",42
"a","construction",28
"a","constructive",4
"a","consultant",33
"a","consultation",12
"a","consulting",9
"a","consumer",31
"a","contact",24
"a","container",23
"a","contemporary",24
"a","contender",13
"a","contest",56
"a","continental",6
"a","continuation",12
"a","continuum",7
"a","contract",134
"a","contractor",22
"a","contradiction",8
"a","contrast",12
"a","contrasting",4
"a","contribution",13
"a","contributor",9
"a","control",10
"a","controlled",42
"a","controversial",46
"a","conundrum",8
"a","convenience",14
"a","convenient",17
"a","convention",12
"a","conventional",12
"a","conversation",147
"a","convert",4
"a","convincing",11
"a","cook",18
"a","cookbook",15
"a","cooked",4
"a","cookie",61
"a","cooking",18
"a","cookout",9
"a","cool",199
"a","cooler",23
"a","cooling",12
"a","coop",7
"a","coowner",5
"a","cop",37
"a","copier",6
"a","copy",246
"a","copyright",3
"a","cord",8
"a","core",22
"a","corgi",3
"a","corner",89
"a","corny",4
"a","corporate",40
"a","corporation",8
"a","corpse",8
"a","correct",7
"a","correction",7
"a","correlation",6
"a","correspondent",3
"a","corresponding",5
"a","corrupt",10
"a","corruption",4
"a","cost",30
"a","costume",7
"a","cottage",11
"a","cotton",7
"a","couch",13
"a","cougar",6
"a","counselor",11
"a","count",21
"a","counteroffer",4
"a","counterpoint",5
"a","country",143
"a","county",41
"a","couple",1801
"a","couples",7
"a","coupon",33
"a","courageous",6
"a","course",54
"a","court",97
"a","cousin",18
"a","cousins",3
"a","cover",55
"a","covered",5
"a","cow",30
"a","coward",10
"a","cowboy",24
"a","cowboys",4
"a","coworker",43
"a","coworkers",6
"a","cozy",21
"a","crab",12
"a","crack",34
"a","cracker",10
"a","craft",31
"a","craigslist",5
"a","crane",9
"a","cranky",6
"a","crappy",13
"a","crash",37
"a","craving",13
"a","crazy",133
"a","cream",10
"a","creation",5
"a","creative",65
"a","creator",4
"a","creature",10
"a","credit",75
"a","creek",8
"a","crew",29
"a","crib",14
"a","crime",122
"a","criminal",87
"a","crisis",36
"a","crisp",28
"a","crispy",15
"a","critic",14
"a","critical",50
"a","crook",6
"a","crooked",7
"a","crop",12
"a","cross",62
"a","crosscountry",14
"a","crossing",6
"a","crossroad",4
"a","crossroads",12
"a","crow",9
"a","crowd",79
"a","crowded",19
"a","crown",11
"a","crucial",44
"a","crude",5
"a","cruel",8
"a","cruise",29
"a","crumb",8
"a","crush",37
"a","crushed",4
"a","cry",14
"a","crying",6
"a","csa",6
"a","ct",4
"a","cub",4
"a","culinary",12
"a","cult",22
"a","cultural",20
"a","culture",48
"a","cumulative",5
"a","cunning",3
"a","cup",156
"a","cupcake",30
"a","curb",11
"a","cure",44
"a","curious",16
"a","curling",4
"a","current",35
"a","curriculum",3
"a","curse",13
"a","curtain",19
"a","cushion",10
"a","custody",5
"a","custom",37
"a","customer",82
"a","cut",58
"a","cutaway",4
"a","cute",120
"a","cutting",14
"a","cvs",4
"a","cycle",9
"a","d",55
"a","dad",25
"a","daily",119
"a","dairy",17
"a","daisy",5
"a","dallas",12
"a","dam",10
"a","damn",117
"a","damp",9
"a","damper",16
"a","dance",70
"a","dancer",18
"a","dandy",5
"a","dang",5
"a","danger",22
"a","dangerous",65
"a","dare",3
"a","dark",126
"a","darker",23
"a","darn",7
"a","dash",27
"a","data",23
"a","database",24
"a","date",152
"a","daughter",60
"a","daunting",10
"a","day",1350
"a","daycare",6
"a","daylong",10
"a","days",24
"a","de",5
"a","dead",86
"a","deadline",22
"a","deadly",32
"a","deal",262
"a","dealer",14
"a","dear",30
"a","death",37
"a","debate",31
"a","debt",18
"a","debut",8
"a","decade",244
"a","december",10
"a","decent",134
"a","decision",160
"a","decisive",13
"a","deck",13
"a","decline",35
"a","decorative",10
"a","decoy",3
"a","decrease",12
"a","dedicated",41
"a","dedication",6
"a","deep",197
"a","deeper",36
"a","deer",20
"a","default",21
"a","defective",8
"a","defender",14
"a","defense",50
"a","defensive",42
"a","deficit",26
"a","defined",6
"a","defining",8
"a","definite",35
"a","definition",13
"a","definitive",11
"a","defunct",3
"a","degree",106
"a","dejected",3
"a","delay",30
"a","delayed",8
"a","delegation",8
"a","delicate",29
"a","delicious",98
"a","delight",20
"a","delightful",32
"a","delivery",11
"a","delta",3
"a","deluge",5
"a","deluxe",5
"a","demand",10
"a","democracy",12
"a","democrat",85
"a","democratic",42
"a","demographic",5
"a","demon",4
"a","demonic",3
"a","demonstration",30
"a","dent",13
"a","dental",6
"a","dentist",17
"a","denver",11
"a","department",24
"a","departure",21
"a","deployment",4
"a","deposit",7
"a","deposition",6
"a","depression",9
"a","depth",12
"a","deputy",21
"a","derby",11
"a","dermatologist",7
"a","descent",5
"a","description",22
"a","desert",13
"a","deserted",5
"a","design",44
"a","designer",36
"a","designers",4
"a","desirable",8
"a","desire",63
"a","desired",5
"a","desk",32
"a","desktop",10
"a","desperate",29
"a","destination",38
"a","detailed",42
"a","detective",19
"a","detention",8
"a","deterrent",9
"a","detour",14
"a","developer",37
"a","developmental",4
"a","device",27
"a","devil",9
"a","devoted",15
"a","dh",4
"a","diabetes",5
"a","diabetic",8
"a","diagnosis",14
"a","dialogue",8
"a","diamond",22
"a","diaper",21
"a","dictator",7
"a","dictatorship",3
"a","dictionary",6
"a","die",15
"a","diesel",7
"a","diet",51
"a","dietary",3
"a","difference",269
"a","different",669
"a","difficult",110
"a","digital",60
"a","dilemma",8
"a","diluted",3
"a","dim",10
"a","dime",45
"a","diner",8
"a","dining",19
"a","dinner",58
"a","dip",11
"a","dire",4
"a","direct",109
"a","direction",8
"a","directive",6
"a","director",34
"a","dirty",67
"a","disability",12
"a","disadvantage",9
"a","disappointing",21
"a","disappointment",22
"a","disaster",57
"a","disc",14
"a","disconnect",6
"a","discount",76
"a","discovery",13
"a","discussion",72
"a","disease",27
"a","disgrace",20
"a","dish",42
"a","dishwasher",7
"a","disincentive",3
"a","disney",21
"a","display",19
"a","disposable",10
"a","disproportionate",10
"a","disservice",9
"a","distance",33
"a","distant",32
"a","distinct",20
"a","distinction",6
"a","distracted",5
"a","distraction",22
"a","distributor",10
"a","district",42
"a","disturbing",8
"a","ditch",11
"a","diva",11
"a","diverse",21
"a","divine",6
"a","division",41
"a","divorce",33
"a","diy",6
"a","dj",24
"a","do",26
"a","doc",14
"a","doctor",106
"a","doctorate",16
"a","doctors",19
"a","document",32
"a","documentary",45
"a","dodger",5
"a","doe",3
"a","dog",210
"a","dogs",6
"a","doityourself",4
"a","doll",19
"a","dollar",93
"a","dolphin",11
"a","dome",10
"a","domestic",30
"a","donation",50
"a","done",15
"a","donor",9
"a","door",53
"a","doozy",5
"a","dork",20
"a","dorm",4
"a","dose",22
"a","double",193
"a","doubleedged",7
"a","doubt",53
"a","dough",6
"a","doughnut",7
"a","down",40
"a","downed",7
"a","downer",8
"a","downhill",3
"a","downpour",3
"a","downtown",36
"a","dozen",273
"a","dr",17
"a","draft",49
"a","drag",30
"a","drama",18
"a","dramatic",64
"a","draw",27
"a","drawing",31
"a","dreadful",8
"a","dream",276
"a","dreamer",13
"a","dreary",7
"a","dress",81
"a","dried",3
"a","drill",12
"a","drink",191
"a","drinking",15
"a","drive",58
"a","driver",33
"a","drivers",18
"a","driving",14
"a","drone",5
"a","drop",59
"a","drought",7
"a","drowning",3
"a","drug",99
"a","drum",20
"a","drummer",10
"a","drunk",29
"a","drunken",21
"a","dry",34
"a","dryer",5
"a","dual",19
"a","duck",20
"a","ducks",4
"a","dude",45
"a","duet",12
"a","duffle",3
"a","duke",6
"a","dull",31
"a","dumb",36
"a","dummy",6
"a","dump",12
"a","dumping",4
"a","dumpster",8
"a","duo",6
"a","dusting",9
"a","dusty",9
"a","dutch",14
"a","duty",13
"a","dvd",31
"a","dying",18
"a","dynamic",13
"a","e",5
"a","emergency",3
"a","entry",3
"a","er",7
"a","era",87
"a","euro",7
"a","european",23
"a","even",5
"a","f",18
"a","fabulous",139
"a","face",45
"a","facebook",92
"a","facelift",7
"a","facial",4
"a","fact",66
"a","factor",66
"a","factory",19
"a","fad",8
"a","failed",28
"a","failure",65
"a","fair",151
"a","fairly",84
"a","fairy",26
"a","fairytale",7
"a","faithful",7
"a","fake",71
"a","fall",43
"a","fallout",3
"a","false",43
"a","fam",4
"a","familiar",34
"a","family",378
"a","famous",43
"a","fan",437
"a","fanatic",5
"a","fanboy",7
"a","fancy",48
"a","fantastic",220
"a","fantastical",5
"a","fantasy",28
"a","far",69
"a","farce",10
"a","farm",49
"a","farmer",14
"a","farmers",9
"a","fascinating",49
"a","fashion",47
"a","fashionable",5
"a","fast",70
"a","fastball",18
"a","faster",20
"a","fat",71
"a","fatal",22
"a","fatality",6
"a","father",68
"a","faucet",7
"a","fault",12
"a","favor",75
"a","favorite",130
"a","fear",22
"a","fearless",6
"a","feast",17
"a","feature",45
"a","featured",12
"a","federal",224
"a","fee",41
"a","feed",4
"a","feel",27
"a","feelgood",5
"a","feeling",171
"a","fellow",98
"a","felony",33
"a","female",105
"a","feminine",4
"a","feminist",13
"a","fence",19
"a","feral",5
"a","fermented",5
"a","ferrari",8
"a","ferry",3
"a","fertile",4
"a","festival",23
"a","festive",11
"a","fetus",12
"a","fever",33
"a","few",4666
"a","fickle",9
"a","fiction",8
"a","fictional",20
"a","fiddle",7
"a","field",94
"a","fiend",6
"a","fierce",18
"a","fiercely",4
"a","fifth",32
"a","fight",137
"a","fighter",11
"a","fighting",11
"a","figure",26
"a","file",12
"a","filing",14
"a","film",124
"a","filmmaker",8
"a","final",151
"a","finale",5
"a","finalist",24
"a","financial",74
"a","find",6
"a","finding",4
"a","fine",194
"a","finetuned",3
"a","finger",23
"a","finish",15
"a","finished",10
"a","finite",9
"a","fire",150
"a","fireball",4
"a","fireplace",10
"a","firing",4
"a","firm",63
"a","first",181
"a","firstclass",13
"a","firstrate",8
"a","fish",63
"a","fishing",14
"a","fist",15
"a","fit",40
"a","fitness",24
"a","five",21
"a","fiveyear",51
"a","fix",10
"a","fixed",18
"a","flag",6
"a","flame",10
"a","flannel",5
"a","flash",49
"a","flashback",12
"a","flashing",4
"a","flashlight",8
"a","flat",55
"a","flavor",10
"a","flaw",10
"a","flawed",5
"a","flawless",8
"a","flea",9
"a","fleeting",8
"a","flight",64
"a","flip",14
"a","flirt",14
"a","float",5
"a","floating",11
"a","flood",27
"a","floor",20
"a","flop",9
"a","floral",7
"a","florida",31
"a","flourishing",3
"a","flow",9
"a","flower",49
"a","fluffy",10
"a","fluke",9
"a","flurry",17
"a","fly",40
"a","flyer",15
"a","flying",17
"a","foam",8
"a","focal",12
"a","focus",42
"a","focused",8
"a","fog",3
"a","fold",4
"a","folding",5
"a","follow",164
"a","follower",66
"a","following",14
"a","followup",19
"a","fond",6
"a","food",122
"a","fool",90
"a","foolish",10
"a","foot",170
"a","football",85
"a","for",74
"a","force",42
"a","ford",23
"a","forecast",7
"a","foreign",58
"a","forest",27
"a","forgotten",5
"a","fork",51
"a","forklift",5
"a","form",92
"a","formal",53
"a","formality",5
"a","former",508
"a","formula",16
"a","fort",9
"a","forthcoming",7
"a","fortunate",4
"a","fortune",32
"a","forum",17
"a","forward",19
"a","foster",13
"a","foul",39
"a","foundation",12
"a","founder",5
"a","fountain",11
"a","four",33
"a","fourday",11
"a","fourth",65
"a","fouryear",37
"a","fox",22
"a","fraction",51
"a","fractured",19
"a","fragrance",4
"a","frame",18
"a","framed",13
"a","fraternity",4
"a","freak",40
"a","freakin",13
"a","free",631
"a","freedom",12
"a","freelance",27
"a","freeway",10
"a","freeze",5
"a","freezer",12
"a","freight",10
"a","french",68
"a","frenzy",15
"a","frequent",15
"a","fresh",136
"a","freshly",4
"a","freshman",75
"a","friday",112
"a","fried",10
"a","friend",712
"a","friendly",46
"a","friends",69
"a","friendship",19
"a","fringe",6
"a","frog",12
"a","from",14
"a","front",21
"a","frontrunner",8
"a","frosty",7
"a","frozen",18
"a","fruit",36
"a","frustrating",13
"a","frying",12
"a","fuel",8
"a","fugitive",13
"a","full",525
"a","fuller",12
"a","fullfledged",12
"a","fulltime",58
"a","fully",29
"a","fun",472
"a","function",16
"a","functional",8
"a","functioning",6
"a","fund",18
"a","fundamental",24
"a","funding",10
"a","fundraiser",43
"a","funeral",35
"a","funk",10
"a","funky",18
"a","funny",95
"a","fur",7
"a","furry",4
"a","fusion",5
"a","fuss",9
"a","futile",7
"a","future",112
"a","fuzzy",4
"a","g",31
"a","gadget",5
"a","gaggle",8
"a","gain",19
"a","gala",10
"a","galaxy",16
"a","gallery",22
"a","galley",5
"a","gallon",79
"a","gallup",5
"a","gamble",13
"a","game",619
"a","gamechanger",4
"a","gander",4
"a","gap",11
"a","gaping",9
"a","garage",28
"a","garbage",12
"a","garden",62
"a","garlic",7
"a","gas",42
"a","gauge",9
"a","gazillion",7
"a","gel",4
"a","gem",23
"a","general",98
"a","generally",7
"a","generation",55
"a","generational",3
"a","generator",7
"a","generic",14
"a","generous",40
"a","genetic",12
"a","genius",64
"a","genre",16
"a","gentle",34
"a","gentleman",28
"a","gently",6
"a","genuine",34
"a","genuinely",5
"a","geography",5
"a","georgia",9
"a","german",33
"a","get",30
"a","getaway",6
"a","gf",11
"a","ghetto",5
"a","ghost",48
"a","giant",169
"a","giants",10
"a","gift",295
"a","gifted",12
"a","gig",31
"a","gigantic",24
"a","gilded",3
"a","gimmick",6
"a","gin",6
"a","ginger",15
"a","girl",546
"a","girlfriend",43
"a","girls",49
"a","girly",4
"a","given",59
"a","giver",6
"a","glacial",3
"a","glance",13
"a","glass",205
"a","glimmer",12
"a","glimpse",77
"a","glitch",4
"a","global",69
"a","globe",4
"a","gloomy",7
"a","glorified",6
"a","glorious",37
"a","glossary",5
"a","glove",9
"a","glow",5
"a","glowing",11
"a","glue",14
"a","glutenfree",7
"a","gm",9
"a","go",84
"a","goal",168
"a","goat",9
"a","goatee",8
"a","god",67
"a","goddess",12
"a","godsend",7
"a","going",12
"a","gold",54
"a","golden",32
"a","goldfish",4
"a","golf",32
"a","golfer",3
"a","goner",3
"a","good",4674
"a","goodie",7
"a","goofy",6
"a","google",41
"a","goose",6
"a","gorgeous",112
"a","gorilla",7
"a","gothic",6
"a","gourmet",11
"a","government",88
"a","gpa",9
"a","gps",15
"a","graceful",6
"a","gracious",5
"a","grad",15
"a","grade",22
"a","gradual",11
"a","graduate",67
"a","graduation",12
"a","graham",4
"a","grain",15
"a","gram",7
"a","grammy",15
"a","grand",111
"a","grande",4
"a","grandma",9
"a","grant",40
"a","grape",9
"a","graphic",29
"a","grassy",7
"a","grateful",4
"a","gravel",6
"a","graveyard",4
"a","gray",29
"a","great",5250
"a","greater",71
"a","greedy",4
"a","greek",14
"a","green",109
"a","greener",5
"a","greenhouse",5
"a","greeting",8
"a","grenade",8
"a","grey",19
"a","greyhound",8
"a","grill",10
"a","grilled",26
"a","grind",5
"a","grinding",6
"a","grip",27
"a","gritty",9
"a","grizzly",7
"a","grocery",24
"a","groove",7
"a","groovy",3
"a","gross",16
"a","ground",12
"a","group",505
"a","grove",4
"a","growing",95
"a","grown",46
"a","grownup",13
"a","growth",16
"a","grudge",13
"a","grueling",8
"a","guarantee",11
"a","guaranteed",13
"a","guard",16
"a","guatemalan",3
"a","guess",13
"a","guest",112
"a","guesthouse",4
"a","guide",40
"a","guided",9
"a","guild",4
"a","guilty",9
"a","guinea",6
"a","guinness",7
