"item","Frequency"
"after the",2366
"as i",2361
"t wait",2354
"like to",2328
"to work",2298
"a bit",2294
"are the",2287
"new york",2277
"wanted to",2272
"i feel",2262
"that we",2259
"of our",2254
"love you",2232
"haven t",2231
"last night",2226
"forward to",2222
"and you",2219
"for my",2219
"not a",2219
"through the",2213
"out the",2205
"she was",2186
"up with",2172
"have the",2170
"it would",2164
"to you",2162
"end of",2154
"i like",2147
"i thought",2143
"during the",2141
"to help",2141
"i get",2140
"up the",2134
"the game",2131
"see you",2129
"and he",2120
"is to",2116
"she s",2097
"which is",2090
"to keep",2084
"to find",2081
"i didn",2071
"it will",2064
"by a",2062
"of them",2050
"did not",2043
"you don",2043
"make it",2042
"into a",2037
"in your",2035
"do it",2032
"you to",2021
"you want",2020
"such a",2019
"because i",2004
"of their",2000
"think i",1994
"of your",1991
"off the",1990
"up and",1989
"out to",1988
"and they",1983
"we ll",1983
"i did",1977
"a big",1976
"when he",1975
"me i",1968
"there was",1967
"i really",1964
"such as",1963
"know what",1962
"t be",1957
"now i",1955
"what is",1952
"hope you",1942
"of it",1942
"they have",1942
"to come",1935
"is it",1933
"he has",1932
"she said",1929
"did you",1926
"if the",1906
"got a",1905
"around the",1899
"the past",1898
"we were",1895
"that they",1894
"a m",1891
"most of",1891
"could be",1889
"couldn t",1889
"not to",1887
"the second",1886
"had been",1867
"because of",1864
"in an",1851
"the right",1851
"follow me",1850
"get to",1850
"just a",1847
"used to",1846
"me and",1843
"the u",1826
"looking for",1819
"make a",1817
"you for",1816
"and his",1815
"high school",1808
"a couple",1798
"the company",1788
"and other",1767
"about it",1766
"try to",1765
"is in",1758
"t want",1748
"the top",1748
"to know",1746
"of you",1744
"a long",1743
"we ve",1741
"is going",1740
"a very",1736
"do not",1735
"t get",1732
"see the",1730
"of those",1717
"who is",1715
"been a",1710
"you get",1703
"to play",1702
"to all",1701
"you ll",1695
"no one",1692
"you will",1689
"a year",1685
"be in",1685
"my life",1685
"people who",1685
"let me",1680
"for your",1677
"when it",1675
"said it",1674
"is so",1672
"i hate",1671
"he had",1670
"if it",1670
"wouldn t",1667
"get the",1662
"for this",1659
"it has",1659
"last week",1659
"to give",1636
"in their",1630
"you and",1627
"the rest",1624
"years ago",1621
"in our",1620
"to hear",1617
"are not",1616
"is an",1616
"check out",1614
"up in",1611
"of all",1604
"with you",1597
"that would",1594
"time i",1592
"looking forward",1590
"look at",1588
"before the",1586
"lots of",1581
"so many",1580
"this morning",1580
"what a",1579
"ready to",1578
"on your",1576
"was in",1574
"it and",1572
"to use",1569
"the one",1566
"feel like",1565
"if they",1565
"not the",1565
"you think",1561
"for all",1558
"are a",1556
"the house",1550
"take a",1546
"it in",1537
"know that",1524
"you guys",1522
"we will",1521
"love to",1518
"when they",1517
"wait to",1516
"on this",1515
"this weekend",1514
"it i",1513
"i wish",1511
"aren t",1504
"up for",1503
"well as",1501
"first time",1498
"but he",1494
"may be",1492
"we had",1491
"st louis",1489
"to start",1489
"i guess",1488
"s been",1487
"went to",1486
"at all",1483
"so far",1475
"what the",1460
"after a",1459
"and my",1459
"of us",1458
"back in",1454
"number of",1449
"was not",1447
"how much",1446
"she is",1440
"you do",1440
"the team",1439
"of that",1433
"not be",1430
"the year",1430
"out there",1425
"thanks to",1425
"love the",1417
"of her",1414
"you ve",1413
"me a",1412
"and in",1409
"be able",1409
"to win",1409
"said that",1407
"t think",1404
"hard to",1401
"enough to",1393
"the two",1391
"m going",1389
"them to",1388
"come to",1385
"it out",1384
"couple of",1382
"you need",1381
"the country",1380
"to your",1376
"having a",1368
"on his",1366
"said i",1366
"is my",1364
"instead of",1363
"will have",1363
"time for",1359
"than the",1358
"those who",1357
"have you",1356
"rest of",1354
"with me",1354
"and not",1352
"like i",1352
"is one",1351
"t even",1351
"too much",1347
"for an",1345
"the whole",1345
"up on",1342
"might be",1341
"like it",1337
"think it",1337
"you should",1336
"who was",1335
"know i",1334
"ready for",1331
"then i",1321
"is no",1320
"down the",1319
"who are",1315
"about to",1306
"with his",1306
"love it",1305
"of an",1305
"that are",1305
"got to",1303
"we need",1303
"a day",1301
"of these",1301
"wants to",1300
"the people",1294
"need a",1291
"and to",1288
"to watch",1281
"across the",1280
"about a",1277
"out and",1277
"when we",1277
"my favorite",1275
"to this",1274
"looks like",1273
"make sure",1270
"away from",1269
"get it",1269
"does not",1267
"against the",1266
"but we",1264
"but that",1262
"as it",1259
"i see",1258
"1 2",1257
"than a",1256
"for some",1255
"the follow",1254
"they can",1254
"and is",1252
"the big",1248
"the show",1244
"happy birthday",1242
"a week",1238
"you were",1237
"to his",1236
"good morning",1235
"in that",1235
"for his",1234
"this time",1234
"it all",1233
"m a",1230
"to put",1229
"is on",1225
"for our",1223
"working on",1222
"up a",1221
"i miss",1218
"ve got",1218
"better than",1215
"make the",1214
"what we",1214
"to meet",1212
"him to",1210
"under the",1210
"for it",1208
"but they",1206
"if we",1205
"can you",1204
"it up",1204
"that a",1203
"s just",1200
"must be",1197
"wish i",1197
"as an",1196
"that will",1195
"and more",1193
"for more",1193
"needs to",1190
"on twitter",1186
"like that",1181
"a small",1180
"because it",1179
"talking about",1177
"for that",1175
"you like",1172
"each other",1171
"i should",1165
"i saw",1164
"just got",1162
"along with",1161
"to our",1161
"on their",1158
"as much",1155
"where the",1155
"percent of",1153
"can do",1152
"and have",1149
"but not",1149
"i still",1144
"of what",1143
"and all",1139
"know how",1139
"who has",1133
"to try",1132
"many of",1129
"so that",1129
"what they",1128
"their own",1126
"who s",1126
"listening to",1124
"had the",1122
"decided to",1121
"next week",1120
"re not",1119
"my mom",1117
"do i",1115
"s day",1115
"m so",1114
"going on",1113
"that she",1113
"of people",1112
"have no",1110
"i wanted",1109
"a while",1108
"as they",1107
"with an",1107
"s going",1106
"and was",1105
"of its",1105
"if he",1103
"it a",1103
"and get",1098
"is just",1096
"and she",1095
"are in",1095
"with her",1095
"this was",1092
"s what",1090
"but you",1089
"so we",1089
"or the",1088
"the fact",1088
"not sure",1081
"a man",1079
"as you",1079
"on it",1076
"i used",1075
"at this",1074
"out for",1074
"is still",1073
"all i",1071
"there were",1070
"based on",1065
"as he",1062
"the case",1062
"with your",1062
"it on",1061
"as we",1059
"or a",1055
"like this",1052
"was just",1052
"and there",1050
"day of",1048
"the season",1044
"could have",1043
"not only",1039
"all day",1038
"here s",1034
"you a",1033
"for her",1032
"good luck",1032
"say that",1032
"was so",1032
"this one",1024
"to it",1023
"are so",1022
"chance to",1022
"to pay",1022
"well i",1022
"that has",1018
"am i",1017
"and now",1017
"has to",1016
"you all",1015
"can get",1013
"how many",1012
"on that",1012
"to tell",1012
"tried to",1012
"off to",1011
"in which",1009
"even though",1008
"what are",1006
"the future",1003
"due to",1002
"have an",1002
"talk about",1000
"front of",999
"in new",999
"less than",997
"on to",992
"is now",990
"down to",989
"on our",989
"what do",989
"can i",986
"in her",986
"all my",985
"to talk",985
"tell me",984
"is what",983
"my own",981
"today i",981
"do the",980
"where i",980
"the night",979
"because the",976
"be on",975
"at home",974
"my first",974
"are going",972
"the national",972
"you could",972
"my new",971
"rt i",971
"made a",970
"the middle",970
"from my",969
"to buy",969
"to look",969
"and so",968
"it for",968
"what it",966
"will not",966
"the school",965
"should have",964
"the final",964
"think of",964
"to stop",964
"being a",963
"bit of",963
"with it",963
"the book",961
"to an",960
"s all",959
"people are",958
"and if",956
"think that",956
"time and",956
"fact that",954
"to follow",953
"to her",953
"they will",952
"you i",952
"for their",951
"the united",951
"i never",950
"for us",948
"you in",948
"made it",947
"with this",943
"rather than",942
"so it",937
"out in",936
"i mean",935
"said in",932
"to share",931
"top of",931
"a chance",930
"a time",930
"i went",930
"a huge",929
"supposed to",929
"we all",928
"because they",927
"makes me",927
"may have",926
"to their",926
"yes i",926
"got the",925
"he would",923
"i haven",923
"who have",922
"not have",920
"and her",919
"since the",918
"in front",914
"side of",914
"today s",914
"how i",913
"to read",910
"talk to",908
"in and",907
"tell you",907
"the third",907
"and how",905
"the story",905
"why i",905
"you just",905
"waiting for",903
"and for",902
"i made",902
"me that",902
"the word",902
"a way",901
"you see",900
"a nice",899
"since i",898
"day i",897
"even if",895
"i also",895
"said she",895
"all that",894
"do that",894
"the back",894
"live in",893
"seem to",893
"you too",893
"and their",892
"to show",890
"until the",889
"gonna be",888
"in fact",888
"said they",888
"t like",888
"we do",887
"and what",886
"and will",886
"was going",885
"when she",885
"expected to",883
"know it",883
"to stay",882
"wait for",881
"every day",880
"that there",880
"any of",879
"continue to",879
"would like",879
"in one",878
"take the",877
"they had",876
"find a",875
"i found",875
"san francisco",875
"day to",874
"excited to",874
"be there",871
"much of",870
"united states",870
"with some",869
"a better",868
"los angeles",867
"and some",866
"time in",866
"miss you",864
"seems to",862
"so you",862
"with that",862
"to think",861
"to sleep",860
"like you",858
"here in",856
"listen to",856
"next year",854
"that one",853
"the great",853
"now that",850
"one day",850
"the road",850
"us to",849
"we don",849
"ain t",848
"to bring",848
"full of",847
"was an",847
"is this",846
"the kids",846
"me know",844
"re going",844
"the man",842
"told me",842
"it with",840
"sort of",840
"his own",839
"s no",839
"think about",838
"to learn",838
"between the",837
"a large",834
"year s",834
"amount of",833
"would you",833
"and has",832
"good to",832
"not just",832
"it can",829
"she has",829
"two years",828
"sure to",826
"and one",825
"the old",825
"an hour",824
"back and",824
"lol i",824
"do with",823
"know you",823
"only one",823
"out a",821
"know if",820
"on her",820
"close to",819
"that this",818
"the public",818
"to that",818
"i always",815
"you would",815
"your own",815
"in all",814
"i knew",812
"is also",812
"my friend",812
"to create",812
"while the",812
"with their",811
"has the",809
"how do",809
"the government",809
"life is",808
"what he",808
"would love",807
"all over",806
"with all",805
"the more",804
"the morning",804
"hasn t",803
"out on",803
"me in",802
"you d",802
"he will",801
"it but",800
"of me",800
"see what",799
"at my",797
"interested in",797
"no longer",797
"look like",795
"but there",794
"for them",794
"know the",793
"before i",792
"day and",791
"how the",791
"the good",791
"you so",791
"s so",789
"for those",788
"new jersey",788
"y all",788
"on friday",787
"to live",787
"they don",786
"i said",785
"next to",785
"the family",785
"because he",782
"hope to",782
"much more",782
"a friend",781
"i wanna",781
"the idea",781
"and this",780
"people in",780
"here is",779
"m in",778
"so excited",778
"where you",778
"for him",777
"it just",776
"what to",776
"it the",774
"a real",773
"to eat",773
"social media",771
"much as",769
"to move",769
"today is",769
"of time",768
"or not",768
"to change",768
"yeah i",767
"the sun",766
"while i",766
"come on",765
"new year",764
"the county",764
"the real",764
"to leave",764
"see it",763
"for following",762
"the car",761
"director of",760
"a bad",759
"my mind",759
"no matter",759
"t do",759
"can see",758
"d be",758
"i believe",758
"my heart",758
"do a",756
"ll have",756
"this season",755
"which was",755
"a second",754
"in order",754
"so the",754
"and an",753
"about how",752
"and its",751
"happy to",751
"in it",750
"out with",750
"the ball",750
"the worst",749
"who had",749
"sounds like",748
"the entire",747
"at work",746
"thinking about",746
"to write",745
"about this",744
"which i",744
"think you",743
"the week",742
"long time",741
"make me",741
"the weekend",740
"would not",739
"but if",738
"i say",737
"t believe",737
"year and",737
"are all",736
"not going",736
"them and",736
"and your",735
"s in",734
"just like",733
"said we",733
"them in",733
"think the",733
"he did",732
"mother s",731
"came to",729
"more of",729
"she had",729
"thought i",729
"i dont",728
"is there",728
"a month",727
"a wonderful",727
"on saturday",727
"time of",727
"among the",726
"did i",725
"to let",725
"we got",725
"me the",724
"with us",724
"lack of",723
"san diego",723
"come back",722
"use the",722
"m just",721
"in some",720
"he can",719
"him and",717
"the door",717
"a whole",716
"he says",716
"made the",715
"the number",715
"is your",713
"the board",713
"they would",712
"people to",711
"is about",710
"watching the",710
"years of",710
"but a",709
"have some",709
"in its",709
"glad you",706
"up at",706
"m sure",704
"if u",703
"see a",703
"a woman",702
"my head",702
"shout out",702
"i might",701
"in love",701
"the rt",700
"to run",699
"how you",698
"my friends",698
"president of",698
"get out",696
"needed to",696
"the university",696
"and when",695
"day in",695
"s office",695
"it doesn",694
"looking at",694
"back on",693
"here and",693
"his wife",692
"behind the",691
"to check",691
"what was",691
"be at",690
"just as",689
"but in",688
"his first",688
"where he",688
"he could",687
"it seems",687
"that can",687
"that in",687
"to him",687
"how are",685
"sense of",685
"t you",685
"the american",685
"your life",685
"love that",684
"t make",683
"a free",682
"and even",682
"come out",682
"d like",682
"great day",682
"list of",682
"become a",681
"the law",681
"welcome to",680
"a single",679
"along the",679
"now and",677
"was on",677
"about that",676
"a beautiful",675
"was to",675
"all about",674
"am not",674
"even more",674
"i wonder",674
"of new",672
"the federal",672
"home and",671
"on monday",671
"state s",671
"told the",671
"we should",671
"and just",670
"might have",670
"have had",669
"comes to",668
"the money",668
"and no",667
"but this",667
"is like",667
"s an",667
"the nation",667
"do this",666
"it comes",666
"nice to",666
"and are",665
"be an",665
"coming to",665
"piece of",665
"as if",664
"is all",664
"s my",664
"the group",663
"thing i",662
"when a",662
"a different",661
"department of",661
"find out",661
"me up",661
"it as",660
"plans to",660
"same time",660
"the biggest",660
"use of",659
"work on",659
"me too",658
"of life",656
"we could",655
"and had",654
"and make",654
"this summer",654
"we would",654
"could not",653
"last month",653
"that have",653
"work with",653
"city s",652
"is good",652
"million in",652
"of being",652
"that my",652
"though i",652
"t forget",651
"weren t",651
"every time",650
"the bottom",650
"with him",650
"with them",650
"easy to",649
"long as",649
"pick up",649
"the main",648
"things that",648
"may not",647
"a game",646
"t see",646
"it wasn",645
"the area",645
"the district",645
"ability to",644
"had no",644
"have any",644
"made me",644
"me on",644
"shouldn t",644
"just the",643
"plenty of",643
"so good",643
"group of",642
"my dad",642
"the street",642
"you go",642
"just to",641
"little bit",641
"set up",641
"the president",641
"with no",641
"can make",640
"much for",640
"only a",640
"t been",640
"you on",640
"they ve",639
"took a",639
"university of",639
"a full",637
"get my",637
"about what",636
"from his",634
"opportunity to",634
"members of",633
"order to",632
"get in",631
"this month",631
"you love",631
"a half",630
"they do",630
"we want",630
"deal with",629
"i felt",629
"follow back",628
"go back",628
"next time",628
"the front",627
"be sure",626
"get your",626
"re a",626
"thousands of",625
"you had",625
"30 p",624
"work and",624
"be more",623
"get back",623
"health care",623
"in addition",623
"is more",623
"proud of",623
"too many",623
"and as",621
"the truth",621
"go on",620
"your favorite",620
"friends and",619
"on top",619
"the event",619
"half of",618
"i remember",618
"say i",618
"think we",618
"t really",617
"through a",617
"a book",616
"a more",616
"focus on",616
"my phone",616
"i started",615
"to spend",615
"are still",614
"say the",614
"something that",614
"ve had",614
"will take",614
"a special",613
"in 2010",613
"it could",613
"throughout the",613
"and see",611
"over to",611
"s like",611
"to bed",611
"to them",611
"you might",611
"how it",610
"he also",609
"i go",609
"in to",609
"you may",609
"you the",609
"s your",608
"the things",608
"watch the",608
"not that",607
"to school",607
"the name",606
"tonight at",606
"we get",606
"down and",605
"over a",605
"the movie",605
"no idea",604
"one that",604
"place to",604
"thought it",604
"no i",603
"the original",603
"the very",603
"the white",603
"right to",602
"will never",602
"as long",601
"get some",601
"great to",601
"is very",601
"the field",601
"the problem",601
"you got",601
"not in",600
"the ground",600
"the water",600
"to become",600
"type of",600
"figure out",599
"we love",598
"is for",597
"likely to",597
"then the",597
"today and",597
"i couldn",596
"on how",596
"the court",596
"a job",595
"for example",595
"many people",595
"not even",595
"s and",595
"willing to",595
"but when",594
"on tuesday",594
"the bill",594
"will get",594
"on thursday",593
"to ask",593
"to call",593
"what happened",593
"my way",592
"i won",591
"some people",591
"the moment",591
"any other",590
"will do",589
"that could",588
"the work",588
"these days",588
"am so",587
"a team",586
"during a",586
"way i",586
"my family",585
"a person",584
"it it",584
"that if",584
"to add",584
"ve never",582
"and on",581
"two of",581
"care of",580
"few days",580
"we just",580
"the air",579
"ice cream",578
"we d",578
"why do",578
"have not",577
"let us",577
"on an",576
"to build",576
"is being",574
"keep the",574
"plan to",574
"than i",574
"for one",573
"the three",573
"the point",572
"the process",571
"her to",570
"member of",570
"was that",570
"on sunday",569
"after all",568
"and be",568
"because you",568
"on facebook",568
"about you",566
"join us",566
"but she",565
"these are",565
"with our",565
"at me",564
"good for",564
"i took",564
"in other",564
"see how",564
"trip to",564
"find the",563
"no more",563
"the latest",563
"we know",563
"i find",562
"take it",562
"was one",562
"an amazing",561
"s up",561
"s why",561
"life and",560
"i told",559
"there and",559
"a child",558
"a place",558
"there will",558
"you at",558
"a former",557
"a really",557
"still have",557
"t go",557
"been in",556
"had an",556
"it makes",556
"time with",556
"look forward",555
"see if",555
"the program",555
"hit the",554
"if there",554
"not so",554
"one is",554
"the office",554
"were the",554
"why is",554
"things i",553
"one more",552
"pay for",552
"all you",551
"believe that",551
"give me",551
"here i",551
"love and",551
"work in",551
"at that",550
"family and",550
"it had",550
"my husband",550
"please follow",550
"the project",550
"s on",549
"but also",548
"have fun",548
"something to",548
"sure i",548
"and let",547
"i look",547
"it takes",547
"one thing",547
"near the",546
"here are",545
"in san",545
"middle of",545
"to support",545
"wake up",545
"a pretty",544
"is really",544
"m on",544
"one in",544
"and said",543
"glad to",543
"he didn",543
"on and",543
"put the",543
"without a",542
"i decided",541
"now the",541
"the summer",541
"want a",541
"were not",541
"you feel",541
"all this",540
"let the",540
"the film",540
"it so",539
"just saw",539
"the home",539
"the little",539
"were a",538
"call me",537
"version of",537
"has not",536
"on wednesday",536
"the following",536
"starting to",535
"have it",534
"how about",534
"so what",533
"that way",533
"the economy",533
"they want",533
"a girl",532
"look for",532
"the job",532
"in 2008",531
"me for",531
"the floor",531
"the music",531
"they ll",531
"end up",530
"guess i",530
"s time",530
"to one",530
"a high",529
"are some",529
"t need",529
"years and",529
"my day",528
"the beginning",528
"the fourth",528
"the red",528
"to save",528
"for years",527
"if your",527
"is at",527
"it does",527
"so happy",527
"to pick",527
"be back",526
"for sure",526
"is always",526
"known as",526
"of how",526
"or so",526
"and two",525
"say it",525
"the place",525
"using the",525
"that makes",524
"s first",523
"the community",523
"to visit",523
"within the",523
"a number",522
"got my",522
"the current",522
"then you",522
"a major",521
"but then",521
"him in",521
"in 2009",521
"picked up",521
"pretty much",521
"the internet",521
"the power",521
"to us",521
"bunch of",520
"did the",520
"it looks",520
"state of",520
"the market",520
"are on",519
"came out",519
"were in",518
"working with",518
"keep it",517
"very good",517
"who will",517
"a two",516
"as part",516
"do we",516
"he ll",515
"in for",515
"of which",515
"the center",515
"the room",515
"go out",513
"making a",513
"s new",513
"way of",513
"am a",512
"i cant",512
"in any",512
"s good",512
"will you",512
"hundreds of",511
"on me",511
"or two",511
"thanks so",511
"are just",510
"back from",510
"enjoy the",509
"give you",509
"he d",509
"oh my",509
"which has",509
"for what",508
"place in",508
"the person",508
"access to",507
"it also",507
"just want",507
"m still",507
"sure you",506
"a statement",505
"best of",505
"to everyone",505
"work for",505
"a part",504
"it really",504
"one i",504
"see that",504
"the nfl",503
"where we",503
"also a",502
"be so",502
"must have",502
"won the",502
"you ever",502
"getting a",501
"i wasn",501
"put it",501
"the hospital",501
"the line",501
"much to",500
"out that",500
"t a",500
"called the",499
"few years",499
"it when",499
"now it",499
"of any",499
"saw the",499
"food and",498
"addition to",497
"and with",497
"last season",497
"over and",497
"woke up",497
"congrats to",496
"excited for",496
"nothing to",496
"up my",496
"come in",495
"two weeks",495
"where they",495
"found a",494
"to turn",494
"will make",494
"create a",493
"the news",493
"the perfect",493
"a fun",492
"about my",492
"all in",492
"for being",492
"make you",492
"we did",492
"and at",491
"getting ready",491
"i heard",491
"much better",491
"think they",491
"its own",490
"re in",490
"a guy",489
"it took",489
"long term",489
"love my",489
"the heat",489
"to join",489
"filled with",488
"for another",488
"got it",488
"other than",488
"so they",488
"soon as",488
"the guy",488
"to end",488
"you make",488
"really good",487
"three years",487
"to provide",487
"and can",486
"come up",486
"ended up",486
"hadn t",486
"haha i",486
"happened to",486
"love your",486
"none of",486
"read the",486
"up i",486
"as she",485
"did it",485
"of one",485
"s go",485
"someone who",485
"t care",485
"the phone",485
"an old",484
"if she",484
"few weeks",483
"the lord",483
"time the",483
"was very",483
"the food",482
"at 7",481
"out my",481
"the site",481
"can help",480
"coming up",480
"i agree",480
"idea of",480
"the kitchen",480
"before you",479
"do something",479
"is coming",479
"pair of",479
"who were",479
"days of",478
"out i",478
"s still",478
"was also",478
"if not",477
"pretty good",477
"the long",477
"was at",477
"check it",476
"ll see",476
"the former",476
"the police",476
"to avoid",476
"it at",475
"living in",475
"win the",475
"and of",474
"day for",474
"five years",474
"us and",474
"in there",473
"on its",473
"school and",473
"the building",473
"the weather",473
"was like",473
"a car",472
"at first",472
"i may",472
"people and",472
"to and",472
"can we",471
"i read",471
"it should",471
"t the",471
"you look",471
"a group",470
"i loved",470
"in chicago",470
"in january",470
"including the",470
"it that",470
"me back",470
"or something",470
"week i",470
"as many",469
"in march",469
"for about",468
"is only",468
"m gonna",468
"more to",468
"ve seen",468
"was no",468
"in on",467
"put a",467
"t let",467
"to catch",467
"wonder if",467
"in life",466
"much i",466
"stop by",466
"took the",466
"involved in",465
"love this",465
"rt if",465
"stay tuned",465
"a bunch",464
"because we",464
"on one",464
"year i",464
"at it",463
"does it",463
"each of",463
"for its",463
"my hair",463
"the party",463
"this point",463
"to finish",463
"week and",463
"things are",462
"all those",461
"good thing",461
"more about",461
"the greatest",461
"with one",461
"the park",460
"who can",460
"a family",459
"get on",459
"home in",459
"the high",459
"but for",458
"help me",458
"our new",458
"to send",458
"and go",457
"do so",457
"the wrong",457
"to sell",457
"home to",456
"to hold",456
"outside the",455
"until i",455
"was born",455
"was my",455
"as soon",454
"off a",454
"ways to",454
"it may",453
"says the",453
"you that",453
"at his",452
"have made",452
"to for",452
"to those",452
"just one",451
"on in",451
"on what",451
"quite a",451
"inside the",450
"my house",450
"not as",450
"s o",450
"s one",450
"saw a",450
"that means",450
"you must",450
"it be",449
"she says",449
"taking a",449
"excited about",448
"to some",448
"even the",447
"s also",447
"been on",446
"did a",446
"in time",446
"me at",446
"the head",446
"the hell",446
"women s",446
"is getting",445
"is why",445
"now we",445
"t take",445
"use it",445
"a strong",444
"at one",444
"me if",444
"once again",444
"return to",444
"a picture",443
"children s",443
"how can",443
"me so",443
"my best",443
"no way",443
"of work",443
"someone else",443
"a problem",442
"a short",442
"and our",442
"charged with",442
"sometimes i",442
"the kind",442
"to cut",442
"for now",441
"it might",441
"night and",441
"the west",441
"tired of",441
"all these",440
"anyone else",440
"left the",440
"me it",440
"or even",440
"the list",440
"years in",440
"and also",439
"but no",439
"he doesn",439
"how they",439
"is expected",439
"real estate",439
"that were",439
"think he",439
"a movie",438
"ahead of",438
"last time",438
"more and",438
"sorry i",438
"to celebrate",438
"year in",438
"but my",437
"give up",437
"good day",437
"man i",437
"oh i",437
"the early",437
"the ones",437
"they could",437
"things to",437
"would make",437
"and do",436
"t it",436
"city of",435
"my mother",435
"the us",435
"this will",435
"to love",435
"year the",435
"but what",434
"i hear",434
"if that",434
"same thing",434
"tend to",434
"the beach",434
"1 000",433
"know about",433
"or more",433
"a 3",432
"back at",432
"been the",432
"company s",432
"him a",432
"the league",432
"1 4",431
"is too",431
"my sister",431
"other people",431
"s really",431
"so glad",431
"that all",431
"the rain",431
"they say",431
"very much",431
"followed by",430
"i wouldn",430
"if a",430
"the church",430
"the department",430
"the local",430
"you really",430
"believe in",429
"d love",429
"has no",429
"have one",429
"man who",429
"it ll",428
"me but",428
"series of",428
"talking to",428
"the issue",428
"to figure",428
"are now",427
"how did",427
"m at",427
"makes it",427
"are we",426
"of things",426
"a 1",425
"both of",425
"great time",425
"house and",425
"seemed to",425
"the years",425
"there for",425
"to its",425
"vice president",425
"a happy",424
"its a",424
"just had",424
"so he",424
"what would",424
"5 million",423
"and take",423
"be done",423
"cause i",423
"do what",423
"give a",423
"headed to",423
"make up",423
"put on",423
"some time",423
"about his",422
"his family",422
"on some",422
"s only",422
"something i",422
"for free",421
"how long",421
"maybe i",421
"still a",421
"that time",421
"the cost",421
"cost of",420
"do is",420
"one to",420
"s always",420
"s hard",420
"they need",420
"in 2011",419
"sure that",418
"to protect",418
"i only",417
"i put",417
"the report",417
"all your",416
"it again",416
"oh and",416
"s about",416
"but as",415
"he and",415
"into my",415
"parts of",415
"said but",415
"to not",415
"to open",415
"use a",415
"why not",415
"how is",414
"my last",414
"the heart",414
"1 1",413
"a home",413
"i must",413
"seems like",413
"thing to",413
"but at",412
"her husband",412
"not been",412
"on you",412
"say they",412
"10 years",411
"are also",411
"be used",411
"like an",411
"love with",411
"the deal",411
"the race",411
"years old",411
"back of",410
"in two",410
"m the",410
"should i",410
"the south",410
"thing that",410
"to continue",410
"but still",409
"give it",409
"interest in",409
"obama s",409
"out at",409
"the love",409
"there i",409
"to what",409
"an awesome",408
"at 6",408
"he got",408
"in recent",408
"the boys",408
"you say",408
