"w1","w2","w3","rank"
"good","feel","good",5
"good","feel","like",6
"good","first","impression",6
"good","get","back",3
"good","know","someone",4
"good","know","will",4
"good","last","year",4
"good","long","time",5
"good","luck","next",5
"good","morning","good",21
"good","news","bad",14
"good","news","everyone",5
"good","nights","sleep",10
"good","ol","days",14
"good","old","days",19
"good","olive","oil",4
"good","place","start",7
"good","right","now",41
"good","thing","bad",9
"good","thing","get",5
"good","things","happen",8
"good","things","say",7
"good","time","little",3
"good","time","start",3
"good","way","get",7
"good","way","start",9
"good","way","think",3
"good","will","see",3
"google","search","engine",3
"gop","presidential","candidate",5
"got","another","one",6
"got","get","ready",5
"got","go","get",3
"got","good","start",3
"got","home","work",12
"got","lot","good",4
"got","new","one",7
"got","phone","call",6
"got","pretty","good",10
"got","really","good",7
"got","sneak","peek",5
"gov","jerry","brown",15
"grab","bite","eat",6
"graduate","high","school",10
"graduated","high","school",10
"graduating","high","school",6
"grammy","award","winning",4
"grand","central","station",3
"grand","prize","winner",9
"grand","rapids","mi",6
"grand","theft","auto",11
"great","day","will",4
"great","lakes","brewing",4
"great","place","live",4
"great","place","start",4
"great","sense","humor",7
"great","support","system",4
"great","things","happen",6
"great","time","get",6
"great","way","celebrate",4
"great","way","learn",3
"great","way","meet",4
"great","way","spend",5
"greatest","show","earth",3
"green","bay","packers",30
"green","eggs","ham",5
"greenhouse","gas","emissions",16
"ground","black","pepper",17
"guess","can","still",4
"guess","good","mine",6
"guess","will","just",14
"guess","will","see",11
"guess","will","take",6
"guy","looks","like",8
"guys","can","make",4
"guys","just","wanted",3
"half","moon","bay",13
"halfway","around","world",4
"hank","williams","jr",3
"happen","time","around",3
"happened","last","night",11
"happened","last","year",6
"happened","long","ago",4
"happened","past","will",3
"happened","years","ago",3
"happening","right","now",17
"happy","fathers","day",21
"happy","hour","pm",39
"happy","new","year",263
"happy","see","one",3
"happy","th","birthday",71
"hard","decision","make",4
"hard","enough","time",6
"hard","make","sure",3
"hard","put","words",3
"hard","right","now",12
"hard","time","finding",6
"hard","work","done",3
"hard","work","pay",4
"hard","work","put",5
"harder","every","year",3
"hardest","thing","ever",4
"head","held","high",13
"health","care","bill",12
"health","care","industry",3
"health","care","providers",9
"health","care","reform",42
"health","care","system",27
"health","insurance","industry",3
"health","insurance","plan",8
"hear","birds","singing",4
"hear","someone","say",5
"heard","many","people",3
"heart","rate","blood",3
"heart","right","place",5
"helena","bonham","carter",6
"help","can","get",6
"help","feel","like",4
"help","find","job",7
"help","lose","weight",6
"help","raise","money",9
"help","someone","else",4
"help","take","care",7
"help","us","get",28
"help","us","stop",4
"helped","build","house",3
"helping","us","get",5
"heres","another","one",4
"heres","hoping","can",6
"heres","need","know",3
"high","blood","pressure",34
"high","cost","living",4
"high","fructose","corn",10
"high","school","art",7
"high","school","career",11
"high","school","college",20
"high","school","drama",7
"high","school","education",4
"high","school","football",23
"high","school","friend",5
"high","school","girl",4
"high","school","girls",9
"high","school","graduate",18
"high","school","graduation",16
"high","school","just",9
"high","school","kids",6
"high","school","know",5
"high","school","last",4
"high","school","level",6
"high","school","musical",10
"high","school","prom",5
"high","school","ran",3
"high","school","reunion",5
"high","school","sophomore",3
"high","school","still",5
"high","school","students",46
"high","school","sweetheart",7
"high","school","teacher",10
"high","school","team",8
"high","school","went",5
"historically","low","interest",3
"history","rock","roll",4
"hit","every","day",3
"hit","ground","running",10
"hit","home","run",16
"hit","rock","bottom",4
"ho","ho","ho",6
"hold","head","high",7
"hold","press","conference",6
"holding","back","tears",3
"holiday","shopping","season",7
"hollywood","walk","fame",7
"home","away","home",10
"home","family","friends",5
"home","first","time",6
"home","last","night",6
"home","next","month",3
"home","right","now",11
"home","safe","sound",3
"home","saturday","night",5
"home","will","never",3
"homemade","ice","cream",3
"hope","can","get",24
"hope","can","stay",4
"hope","can","take",5
"hope","everyone","will",7
"hope","get","back",4
"hope","one","day",18
"hope","people","will",7
"hope","will","able",9
"hope","will","get",10
"hope","will","good",5
"hope","will","join",22
"hope","will","one",3
"hopefully","can","get",18
"hopefully","last","time",3
"hopefully","next","week",5
"hopefully","will","able",10
"hopefully","will","back",9
"hopefully","will","get",22
"hopefully","will","see",15
"hoping","can","get",5
"hoping","will","get",6
"horror","picture","show",8
"hot","air","balloon",14
"hot","chili","peppers",24
"hot","right","now",10
"hot","summer","day",5
"hour","pm","pm",5
"hour","work","week",6
"hours","day","days",7
"hours","minutes","seconds",5
"hours","per","day",4
"hours","per","week",11
"hours","sleep","night",5
"house","first","time",5
"house","judiciary","committee",5
"house","last","week",3
"house","looks","like",7
"house","next","door",5
"house","right","now",13
"house","ways","means",3
"house","years","ago",3
"housewives","beverly","hills",5
"housing","urban","development",10
"huge","amount","money",5
"human","rights","abuses",5
"human","rights","groups",6
"human","rights","violations",5
"hundreds","thousands","people",6
"hunger","games","just",4
"ice","cold","beer",6
"ice","cream","just",4
"ice","cream","last",4
"ice","cream","maker",9
"ice","cream","now",4
"ice","cream","sandwich",8
"ice","cream","shop",8
"ice","cream","truck",17
"ice","cream","will",5
"imagine","life","without",14
"imagine","will","happen",3
"imagine","world","without",3
"important","meal","day",4
"important","thing","can",4
"improve","quality","life",6
"including","united","states",5
"income","tax","return",3
"indoor","air","quality",5
"inducted","hall","fame",3
"info","can","found",4
"innocent","proven","guilty",8
"inquiring","minds","want",4
"institution","higher","learning",3
"intellectual","property","rights",6
"intensive","care","unit",7
"interesting","see","plays",3
"internal","revenue","service",21
"international","criminal","court",6
"international","film","festival",17
"international","monetary","fund",20
"interview","last","week",12
"irritable","bowel","syndrome",3
"j","paul","getty",5
"jean","paul","gaultier",4
"jeffrey","dean","morgan",3
"jesus","christ","lord",7
"jim","crow","laws",3
"jiro","dreams","sushi",4
"job","make","sure",5
"job","well","done",11
"john","f","kennedy",25
"join","us","dinner",4
"join","us","monday",4
"joined","weight","watchers",3
"jpmorgan","ceo","jamie",3
"july","last","year",5
"junior","high","school",13
"just","able","get",3
"just","added","another",3
"just","along","ride",3
"just","another","great",3
"just","another","reason",10
"just","another","way",9
"just","around","corner",47
"just","bad","luck",3
"just","blocks","away",4
"just","cant","bring",4
"just","cant","get",29
"just","cant","handle",6
"just","cant","remember",6
"just","cant","say",4
"just","cant","seem",8
"just","cant","stand",6
"just","cant","tell",3
"just","cant","wait",19
"just","case","need",5
"just","days","away",5
"just","everyone","else",5
"just","feel","like",31
"just","feels","like",8
"just","feels","right",5
"just","fell","love",9
"just","felt","like",17
"just","felt","right",4
"just","find","right",3
"just","fine","sometimes",3
"just","fine","without",3
"just","finished","first",10
"just","get","back",5
"just","get","idea",3
"just","get","one",3
"just","getting","back",4
"just","getting","ready",6
"just","getting","started",19
"just","give","good",3
"just","go","ahead",11
"just","go","away",13
"just","go","back",14
"just","go","flow",5
"just","goes","show",8
"just","going","enjoy",5
"just","going","go",7
"just","going","happen",4
"just","going","make",3
"just","going","take",3
"just","got","home",70
"just","got","new",30
"just","hope","can",6
"just","hoping","will",3
"just","keep","coming",3
"just","keep","getting",7
"just","keep","going",13
"just","kept","going",4
"just","last","week",19
"just","last","year",10
"just","leave","alone",9
"just","let","go",20
"just","like","anything",3
"just","like","big",4
"just","like","every",6
"just","like","everyone",5
"just","like","father",3
"just","like","go",5
"just","like","little",5
"just","like","old",9
"just","like","one",9
"just","like","others",5
"just","like","real",5
"just","like","used",5
"just","like","want",4
"just","little","bit",35
"just","little","something",3
"just","long","enough",15
"just","look","like",6
"just","looked","like",6
"just","looking","something",3
"just","make","sure",51
"just","make","things",4
"just","matter","time",12
"just","months","ago",7
"just","need","get",23
"just","need","keep",4
"just","need","learn",5
"just","need","make",4
"just","needs","time",3
"just","never","know",9
"just","now","getting",12
"just","now","starting",9
"just","one","day",13
"just","one","example",10
"just","one","goal",5
"just","one","last",3
"just","one","many",13
"just","one","month",7
"just","one","thing",16
"just","one","will",3
"just","one","year",5
"just","parking","lot",3
"just","plain","wrong",3
"just","really","bad",5
"just","right","size",4
"just","right","spot",4
"just","right","time",5
"just","say","word",5
"just","see","goes",3
"just","see","happens",7
"just","seem","like",4
"just","seemed","like",7
"just","seems","like",12
"just","sitting","around",7
"just","started","working",7
"just","starting","get",9
"just","stay","home",10
"just","super","bowl",4
"just","take","time",8
"just","three","hours",4
"just","three","months",5
"just","three","years",9
"just","time","get",5
"just","tip","iceberg",7
"just","try","get",6
"just","trying","get",23
"just","trying","keep",8
"just","trying","make",12
"just","trying","stay",6
"just","two","days",11
"just","two","months",7
"just","two","weeks",16
"just","use","imagination",4
"just","wait","see",11
"just","walk","away",3
"just","want","get",24
"just","want","give",5
"just","want","go",24
"just","want","keep",3
"just","want","know",25
"just","want","one",5
"just","want","take",13
"just","want","thank",8
"just","wanted","let",17
"just","wanted","make",14
"just","wanted","say",53
"just","way","much",4
"just","weeks","ago",7
"just","went","crazy",3
"just","win","baby",5
"just","year","ago",5
"just","years","ago",14
"kansas","city","one",4
"keep","asking","questions",3
"keep","close","eye",5
"keep","coming","back",21
"keep","eyes","peeled",20
"keep","families","together",3
"keep","fingers","crossed",10
"keep","getting","better",12
"keep","going","back",9
"keep","going","even",5
"keep","head","water",5
"keep","mind","can",3
"keep","mouth","shut",13
"keep","moving","forward",11
"keep","open","mind",12
"keep","thoughts","prayers",3
"keeping","close","eye",4
"keeping","fingers","crossed",14
"keeps","coming","back",6
"keeps","getting","better",20
"kept","going","back",7
"keystone","xl","pipeline",6
"kids","college","fund",4
"kids","try","new",3
"kids","will","make",4
"kill","makes","stronger",13
"killed","osama","bin",7
"killing","trayvon","martin",5
"kim","jong","un",6
"kind","big","deal",9
"king","george","vi",3
"kitchen","family","room",4
"kitchen","living","room",4
"knew","going","get",4
"knew","going","happen",5
"knew","right","away",5
"knotts","berry","farm",6
"know","anyone","else",8
"know","bad","thing",3
"know","can","get",19
"know","can","handle",5
"know","can","help",41
"know","can","make",13
"know","can","say",3
"know","can","still",4
"know","can","write",3
"know","ever","get",3
"know","every","day",3
"know","every","one",3
"know","exactly","going",4
"know","exactly","said",3
"know","feels","like",6
"know","get","touch",3
"know","going","get",15
"know","going","good",6
"know","going","happen",8
"know","going","love",4
"know","happens","next",4
"know","like","lot",3
"know","looks","like",3
"know","lot","people",18
"know","many","people",20
"know","much","fun",5
"know","one","thing",10
"know","one","word",3
"know","people","can",7
"know","really","really",3
"know","really","want",3
"know","right","now",9
"know","someone","put",3
"know","someone","will",6
"know","sounds","like",5
"know","thing","two",4
"know","think","going",4
"know","walk","away",3
"know","well","enough",5
"know","will","always",7
"know","will","back",4
"know","will","find",10
"know","will","get",16
"know","will","happen",5
"know","will","make",8
"know","will","need",4
"know","will","never",15
"know","will","use",3
"know","youve","got",5
"know","youve","waiting",3
"knowing","full","well",4
"knows","will","happen",4
"kung","fu","panda",4
"la","dolce","vita",6
"labor","day","weekend",21
"lack","better","word",5
"lady","michelle","obama",12
"larry","cable","guy",3
"las","vegas","area",4
"las","vegas","just",5
"las","vegas","will",10
"last","couple","days",16
"last","couple","weeks",23
"last","couple","years",25
"last","day","school",34
"last","day","week",3
"last","five","years",30
"last","four","years",14
"last","full","day",9
"last","hundred","years",4
"last","month","just",6
"last","night","also",4
"last","night","another",7
"last","night","find",5
"last","night","first",13
"last","night","game",4
"last","night","going",11
"last","night","got",19
"last","night","just",18
"last","night","one",12
"last","night","said",4
"last","night","started",4
"last","night","think",10
"last","night","though",3
"last","nights","episode",9
"last","one","year",4
"last","saturday","night",5
"last","six","months",11
"last","six","weeks",8
"last","thing","mind",4
"last","thing","need",5
"last","thing","want",13
"last","thing","world",3
"last","three","days",14
"last","three","months",15
"last","three","weeks",8
"last","three","years",24
"last","time","checked",20
"last","time","ever",4
"last","time","got",7
"last","time","happened",7
"last","time","looked",6
"last","time","made",3
"last","time","sat",3
"last","time","saw",17
"last","time","see",4
"last","time","tried",3
"last","time","went",8
"last","time","will",12
"last","two","days",17
"last","two","minutes",6
"last","two","months",8
"last","two","weeks",30
"last","two","years",50
"last","week","april",5
"last","week","asked",7
"last","week","called",4
"last","week","came",5
"last","week","get",6
"last","week","got",6
"last","week","home",4
"last","week","now",9
"last","week","one",9
"last","week","result",3
"last","week","said",16
"last","week","thought",4
"last","week","took",7
"last","week","will",10
"last","weekend","one",3
"last","year","according",23
"last","year","along",3
"last","year","already",3
"last","year","can",8
"last","year","cant",4
"last","year","first",11
"last","year","get",5
"last","year","got",7
"last","year","half",5
"last","year","helped",6
"last","year","just",16
"last","year","know",5
"last","year","life",3
"last","year","long",5
"last","year","made",11
"last","year","many",7
"last","year","maybe",4
"last","year","now",6
"last","year","really",3
"last","year","started",4
"last","year","still",11
"last","year","think",6
"last","year","time",14
"last","year","two",9
"last","year","us",6
"last","year","will",11
"last","year","without",4
"last","year","year",17
"last","years","life",4
"late","friday","night",5
"late","last","night",12
"late","last","year",41
"late","night","early",4
"late","s","early",27
"late","show","david",3
"later","day","will",3
"later","today","will",4
"lather","rinse","repeat",5
"laugh","every","time",5
"laura","ingalls","wilder",4
"law","enforcement","agencies",24
"law","enforcement","officers",15
"learn","much","can",5
"learn","read","write",3
"learned","great","deal",4
"learned","hard","way",11
"learned","last","week",4
"least","couple","hours",6
"least","four","times",5
"least","half","hour",3
"least","one","day",8
"least","one","person",11
"least","one","thing",5
"least","one","woman",3
"least","two","major",3
"leaves","just","one",3
"legal","defense","fund",4
"leonardo","da","vinci",19
"less","five","minutes",7
"less","four","minutes",3
"less","half","hour",3
"less","month","away",5
"less","two","weeks",22
"less","two","years",15
"less","week","ago",4
"lesser","two","evils",4
"let","everyone","know",17
"let","get","way",3
"let","just","say",21
"let","know","can",58
"let","know","going",8
"let","know","think",48
"let","know","time",7
"let","know","want",28
"let","light","shine",5
"let","people","go",4
"let","people","know",19
"let","someone","else",9
"let","us","know",367
"lets","get","started",9
"lets","go","back",8
"lets","hope","get",3
"lets","just","hope",7
"lets","just","say",56
"lets","just","see",3
"lets","make","sure",7
"lets","see","far",3
"lets","us","know",7
"level","playing","field",14
"liberal","arts","college",4
"life","just","one",7
"life","last","years",3
"life","lessons","learned",5
"life","much","easier",10
"life","right","now",34
"life","ups","downs",3
"life","will","always",5
"life","will","change",5
"life","will","never",11
"light","end","tunnel",16
"light","golden","brown",3
"light","refreshments","will",3
"like","ages","ago",4
"like","anyone","else",5
"like","big","deal",9
"like","can","help",5
"like","christmas","morning",3
"like","christmas","tree",3
"like","coming","home",5
"like","end","world",4
"like","every","single",6
"like","every","week",3
"like","every","year",3
"like","everybody","else",9
"like","everyone","else",33
"like","everything","else",17
"like","fish","water",3
"like","go","back",7
"like","good","idea",22
"like","good","old",5
"like","good","time",15
"like","high","school",8
"like","just","another",5
"like","just","got",8
"like","last","week",13
"like","last","year",13
"like","let","know",4
"like","let","us",4
"like","like","said",3
"like","little","bit",6
"like","little","girl",11
"like","lot","going",3
"like","lot","people",4
"like","make","sure",6
"like","many","others",9
"like","much","better",5
"like","nails","chalkboard",3
"like","new","look",6
"like","new","york",8
"like","oh","god",6
"like","oh","well",3
"like","old","times",12
"like","one","best",3
"like","one","day",5
"like","peanut","butter",6
"like","people","want",3
"like","pretty","much",3
"like","put","together",3
"like","rest","us",5
"like","rest","world",3
"like","right","now",34
"like","rock","star",7
"like","roller","coaster",7
"like","said","just",6
"like","said","want",4
"like","saturday","night",3
"like","say","something",4
"like","see","us",7
"like","something","might",5
"like","something","youd",5
"like","teen","spirit",4
"like","tell","us",6
"like","thank","everyone",8
"like","thought","going",4
"like","video","game",3
"like","well","like",3
"like","will","never",5
"like","will","stay",3
"like","years","ago",8
"like","years","old",6
"like","youve","never",9
"likely","will","able",4
"likely","will","happen",4
"little","bit","better",12
"little","bit","break",3
"little","bit","everything",9
"little","bit","less",6
"little","bit","like",9
"little","bit","longer",12
"little","bit","money",3
"little","bit","will",5
"little","black","dress",7
"little","get","used",3
"little","longer","get",4
"little","note","long",3
"little","ones","will",4
"little","red","riding",8
"little","thing","called",4
"little","things","can",3
"little","things","like",12
"little","time","will",3
"little","voice","head",3
"little","week","ago",3
"live","bread","alone",3
"live","every","day",4
"live","new","york",7
"live","within","means",7
"lived","new","york",5
"lives","loved","ones",3
"lives","new","york",6
"lives","next","door",3
"lives","will","get",3
"living","good","life",8
"living","new","york",7
"living","room","couch",3
"living","room","dining",4
"living","room","floor",8
"living","room","kitchen",6
"living","room","window",3
"ll","cool","j",15
"local","farmers","market",4
"local","grocery","store",6
"local","high","school",8
"local","national","international",4
"local","police","department",3
"local","salvation","army",3
"location","location","location",9
"londons","west","end",5
"long","bus","rides",4
"long","can","make",3
"long","can","remember",13
"long","enough","see",6
"long","hard","look",3
"long","long","time",29
"long","period","time",9
"long","periods","time",8
"long","time","ago",78
"long","time","can",4
"long","time","coming",16
"long","time","finally",4
"long","time","go",3
"long","time","good",3
"long","time","just",5
"long","time","now",16
"long","time","since",29
"long","time","think",5
"long","time","though",3
"long","time","will",5
"long","way","go",28
"long","way","since",5
"long","will","last",9
"long","will","take",15
"look","anything","like",4
"look","around","will",3
"look","bigger","picture",3
"look","exactly","like",6
"look","forward","coming",4
"look","forward","continuing",4
"look","forward","day",7
"look","forward","hearing",20
"look","forward","meeting",21
"look","forward","moving",3
"look","forward","next",14
"look","forward","seeing",79
"look","forward","working",15
"look","hard","find",3
"look","like","big",4
"look","like","going",5
"look","like","just",10
"look","like","little",8
"look","like","much",6
"look","like","new",3
"look","like","one",8
"look","like","real",7
"look","like","year",4
"look","little","like",8
"look","lot","like",8
"look","much","better",10
"look","much","like",7
"look","outside","see",5
"look","something","like",10
"looked","like","going",5
"looked","like","just",4
"looked","like","something",3
"looking","back","looking",3
"looking","every","day",3
"looking","forward","coming",4
"looking","forward","continuing",3
"looking","forward","day",13
"looking","forward","getting",28
"looking","forward","going",11
"looking","forward","hearing",37
"looking","forward","just",3
"looking","forward","learning",11
"looking","forward","new",21
"looking","forward","next",38
"looking","forward","playing",11
"looking","forward","returning",6
"looking","forward","seeing",140
"looking","forward","trying",9
"looking","forward","using",7
"looking","new","places",3
"looking","something","different",4
"looks","feels","like",4
"looks","just","like",21
"looks","like","done",4
"looks","like","fun",17
"looks","like","going",28
"looks","like","good",14
"looks","like","got",9
"looks","like","just",12
"looks","like","long",4
"looks","like","lot",8
"looks","like","next",5
"looks","like","nothing",5
"looks","like","one",12
"looks","like","someone",15
"looks","like","something",7
"looks","like","still",3
"looks","like","will",65
"looks","like","work",4
"looks","lot","like",18
"looks","much","like",4
"looks","sounds","like",6
"los","angeles","area",13
"los","angeles","city",12
"los","angeles","county",24
"los","angeles","new",8
"los","angeles","times",49
"lost","battle","cancer",5
"lost","first","game",5
"lost","track","time",6
"lot","better","now",10
"lot","hard","work",12
"lot","look","forward",5
"lot","new","people",4
"lot","past","years",3
"lot","people","get",8
"lot","people","know",8
"lot","people","like",5
"lot","people","think",7
"lot","time","discussing",3
"lot","time","talking",10
"lot","work","done",7
"lots","things","need",3
"love","even","though",13
"love","every","one",5
"love","every","single",3
"love","first","time",6
"love","little","girl",3
"love","love","love",83
"love","much","love",4
"love","new","york",7
"love","one","another",14
"love","will","never",7
"love","wrong","places",3
"loved","every","minute",12
"loving","right","now",4
"low","interest","rate",4
"low","interest","rates",10
"low","mid","s",3
"lower","blood","pressure",3
"lower","east","side",6
"lowes","home","depot",4
"lucky","enough","get",7
"lunar","new","year",7
"luther","king","jr",54
"lyndon","b","johnson",5
"mac","n","cheese",24
"made","bad","decision",6
"made","big","deal",6
"made","even","better",4
"made","eye","contact",4
"made","feel","like",16
"made","first","cut",3
"made","huge","difference",3
"made","ice","cream",5
"made","look","easy",5
"made","look","like",17
"made","new","years",3
"made","new","york",6
"made","right","choice",4
"made","right","decision",12
"made","sound","like",5
"made","way","back",4
"made","years","ago",8
"madison","square","garden",22
"mae","freddie","mac",20
"maintaining","status","quo",3
"make","best","use",5
"make","better","decisions",5
"make","better","use",3
"make","big","deal",12
"make","cup","tea",4
"make","ends","meet",18
"make","enough","money",7
"make","even","difficult",3
"make","even","though",3
"make","eye","contact",15
"make","feel","better",58
"make","feel","good",10
"make","feel","like",29
"make","feel","little",4
"make","final","decision",4
"make","first","move",5
"make","go","away",3
"make","good","living",4
"make","ice","cream",5
"make","informed","decisions",7
"make","life","miserable",4
"make","look","good",11
"make","look","like",30
"make","lost","time",3
"make","maple","syrup",3
"make","matters","worse",7
"make","much","difference",5
"make","much","easier",5
"make","much","sense",9
"make","new","friends",18
"make","phone","call",4
"make","phone","calls",5
"make","really","good",4
"make","right","choices",4
"make","right","decision",4
"make","right","decisions",6
"make","room","new",6
"make","something","happen",5
"make","sound","like",8
"make","sure","buy",4
"make","sure","can",9
"make","sure","check",50
"make","sure","every",6
"make","sure","everything",8
"make","sure","get",34
"make","sure","gets",9
"make","sure","give",9
"make","sure","go",13
"make","sure","good",8
"make","sure","got",10
"make","sure","include",4
"make","sure","keep",10
"make","sure","least",5
"make","sure","make",9
"make","sure","miss",5
"make","sure","new",4
"make","sure","one",9
"make","sure","part",3
"make","sure","pass",3
"make","sure","pay",5
"make","sure","people",6
"make","sure","right",6
"make","sure","something",4
"make","sure","take",12
"make","sure","understand",3
"make","sure","use",10
"make","sure","will",9
"make","things","better",11
"make","things","difficult",3
"make","things","work",6
"make","us","feel",12
"make","us","look",7
"make","way","back",9
"make","way","new",5
"make","world","better",10
"makes","feel","better",24
"makes","feel","good",19
"makes","feel","like",54
"makes","look","like",11
"makes","lot","sense",9
"makes","perfect","sense",11
"makes","seem","like",5
"makes","us","feel",9
"makes","want","go",4
"makes","want","throw",4
"makes","want","watch",3
"making","bad","decisions",3
"making","big","deal",8
"making","good","decisions",3
"making","great","progress",6
"making","look","like",7
"making","phone","calls",4
"making","things","worse",5
"making","us","feel",4
"making","world","better",4
"man","knocked","door",3
"man","live","bread",3
"many","balls","air",3
"many","different","styles",3
"many","different","ways",8
"many","good","things",9
"many","great","memories",6
"many","great","things",8
"many","many","friends",4
"many","many","many",6
"many","many","people",5
"many","many","years",6
"many","moons","ago",6
"many","moving","parts",3
"many","people","can",11
"many","people","cant",3
"many","people","even",3
"many","people","feel",4
"many","people","get",8
"many","people","go",3
"many","people","including",4
"many","people","just",7
"many","people","know",17
"many","people","love",5
"many","people","may",6
"many","people","say",5
"many","people","see",6
"many","people","still",5
"many","people","think",5
"many","people","told",3
"many","people","use",7
"many","people","will",14
"many","people","work",4
"many","students","will",4
"many","things","get",6
"many","things","going",7
"many","things","will",4
"many","times","can",11
"many","times","day",8
"many","times","heard",5
"many","times","last",6
"many","times","never",5
"many","times","now",3
"many","times","past",5
"many","times","will",9
"many","ways","can",5
"many","wonderful","things",4
"many","years","ago",40
"many","years","now",4
"marine","corps","base",4
"mark","first","time",6
"marquis","de","sade",3
"marriage","man","woman",12
"married","best","friend",5
"martha","stewart","living",6
"martial","arts","training",3
"martin","luther","king",74
"mary","tyler","moore",7
"massive","heart","attack",4
"matter","hard","try",11
"matter","many","people",3
"matter","many","times",21
"may","day","day",3
"may","god","give",3
"may","live","long",4
"may","look","like",10
"may","may","make",4
"may","never","get",4
"may","never","happen",4
"may","never","see",3
"may","one","best",4
"may","rest","peace",8
"may","sound","like",12
"may","th","pm",20
"maybe","can","find",6
"maybe","even","little",3
"maybe","little","bit",7
"maybe","next","year",21
"maybe","now","can",4
"maybe","something","like",3
"maybe","will","get",20
"maybe","will","help",5
"maybe","will","just",8
"maybe","will","look",4
"maybe","will","see",14
"maybe","will","start",4
"maybe","will","watch",3
"mayor","new","york",3
"mean","one","thing",9
"means","going","get",3
"means","will","see",3
"medicare","social","security",9
"meet","first","time",6
"meeting","last","night",17
"meeting","new","people",13
"meeting","will","take",3
"melvin","ingram","de",3
"memorial","day","parade",4
"memorial","day","weekend",32
"men","women","children",8
"mental","health","issues",3
"mentally","ill","people",7
"met","first","time",8
"met","years","ago",3
"michael","jacksons","death",3
"middle","east","peace",3
"might","able","get",10
"might","get","back",3
"might","go","back",3
"might","good","idea",8
"might","just","well",3
"might","learn","something",5
"might","look","like",11
"might","make","feel",4
"might","make","people",3
"might","want","get",7
"might","well","get",5
"miles","per","hour",29
"million","budget","deficit",6
"million","last","year",26
"million","miles","away",5
"minds","want","know",5
"mise","en","place",4
"missed","last","week",4
"missed","last","weeks",3
"mitt","romney","now",5
"mixed","martial","arts",6
"mode","right","now",5
"monday","looks","like",4
"monday","new","york",4
"monday","night","football",6
"monday","night","raw",11
"money","right","now",7
"money","will","go",8
"month","last","year",11
"months","ago","first",3
"months","ago","really",5
"months","ago","will",4
"months","last","year",9
"months","since","last",8
"months","weeks","days",4
"moral","high","ground",4
"morning","good","morning",7
"morning","make","sure",8
"morning","way","school",4
"mothers","day","brunch",16
"mothers","day","gifts",5
"mothers","day","mom",11
"mothers","day","moms",33
"mothers","day","weekend",16
"move","new","place",4
"move","things","along",5
"moved","los","angeles",10
"moved","new","york",5
"movie","ever","made",4
"moving","right","direction",10
"moving","san","francisco",3
"moving","slow","motion",3
"mph","speed","limit",6
"much","better","job",13
"much","better","just",6
"much","better","last",6
"much","better","now",17
"much","every","night",3
"much","fun","watching",3
"much","god","bless",4
"much","information","possible",3
"much","last","week",5
"much","lesser","extent",3
"much","like","will",3
"much","little","time",9
"much","longer","can",3
"much","look","forward",8
"much","love","respect",8
"much","needs","done",4
"much","time","left",7
"much","time","make",3
"much","time","possible",4
"much","time","spend",4
"much","time","think",6
"much","time","thinking",3
"much","time","today",4
"much","time","writing",5
"music","playing","background",3
"must","feel","like",3
"must","find","way",6
"must","make","sure",4
"must","work","together",3
"nails","look","like",4
"national","cancer","institute",7
"national","day","prayer",8
"national","geographic","society",3
"national","honor","society",18
"national","museum","american",4
"national","weather","service",55
"natural","history","museum",12
"naval","air","station",5
"ncaa","tournament","game",6
"ne","nd","ave",3
"near","st","louis",4
"nearly","every","day",10
"nearly","year","ago",4
"nearly","years","ago",14
"need","find","job",4
"need","find","way",5
"need","get","back",25
"need","get","better",10
"need","get","done",10
"need","get","rid",5
"need","get","way",3
"need","go","back",12
"need","go","get",6
"need","help","get",5
"need","help","need",5
"need","just","one",3
"need","know","will",3
"need","little","help",4
"need","make","major",4
"need","make","sure",20
"need","right","now",14
"need","see","can",7
"need","see","doctor",3
"need","spend","time",5
"need","stop","making",4
"need","three","things",3
"need","work","harder",3
"need","work","together",4
"needed","get","back",3
"neil","patrick","harris",4
"never","able","get",5
"never","came","close",4
"never","cease","amaze",8
"never","ceases","amaze",16
"never","enough","time",7
"never","even","heard",10
"never","get","tired",14
"never","get","used",5
"never","gets","old",35
"never","go","back",14
"never","goes","style",4
"never","going","get",6
"never","good","enough",9
"never","good","thing",9
"never","got","chance",5
"never","know","can",4
"never","know","going",9
"never","know","maybe",5
"never","know","might",8
"never","know","will",14
"never","let","go",29
"never","look","back",9
"never","looked","back",11
"never","million","years",6
"never","really","knew",3
"never","really","know",7
"never","saw","anything",6
"never","saw","coming",5
"never","say","never",33
"never","seen","anyone",6
"never","seen","anything",16
"never","seen","one",12
"never","thought","much",3
"never","told","us",3
"new","baby","girl",4
"new","best","friend",15
"new","board","members",5
"new","coat","paint",4
"new","friends","old",3
"new","high","school",5
"new","ipad","will",3
"new","jersey","nets",4
"new","jersey","turnpike",11
"new","lease","life",5
"new","mexico","bowl",4
"new","office","space",6
"new","one","will",4
"new","orleans","saints",26
"new","pair","shoes",6
"new","show","new",3
"new","site","will",4
"new","way","thinking",4
"new","web","site",11
"new","world","just",3
"new","year","every",4
"new","year","new",14
"new","year","will",8
"new","years","day",21
"new","years","eve",112
"new","years","resolutions",28
"new","york","always",4
"new","york","april",3
"new","york","area",4
"new","york","boston",6
"new","york","business",3
"new","york","can",4
"new","york","city",245
"new","york","citys",20
"new","york","daily",11
"new","york","getting",4
"new","york","giants",23
"new","york","jets",15
